subject_id,level,level_name,seed,rho_hat_T,delta_from_raw
sub-005_cc200,L3,+SB+Atten,3141,0.736764,-0.008077
sub-005_cc200,L4,+Prior,3141,0.804162,0.059321
sub-005_cc200,L5,Full BS-NET,3141,0.805995,0.061153
sub-006_cc200,L0,Raw,123,0.761880,0.000000
sub-006_cc200,L1,+LW,123,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,123,0.635877,-0.126003
sub-006_cc200,L3,+SB+Atten,123,0.778797,0.016918
sub-006_cc200,L4,+Prior,123,0.818117,0.056238
sub-006_cc200,L5,Full BS-NET,123,0.812606,0.050727
sub-006_cc200,L0,Raw,42,0.761880,0.000000
sub-006_cc200,L1,+LW,42,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,42,0.636292,-0.125588
sub-006_cc200,L3,+SB+Atten,42,0.760397,-0.001483
sub-006_cc200,L4,+Prior,42,0.814338,0.052459
sub-006_cc200,L5,Full BS-NET,42,0.825103,0.063224
sub-006_cc200,L0,Raw,777,0.761880,0.000000
sub-006_cc200,L1,+LW,777,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,777,0.644479,-0.117401
sub-006_cc200,L3,+SB+Atten,777,0.749789,-0.012091
sub-006_cc200,L4,+Prior,777,0.812191,0.050311
sub-006_cc200,L5,Full BS-NET,777,0.823138,0.061258
sub-006_cc200,L0,Raw,2026,0.761880,0.000000
sub-006_cc200,L1,+LW,2026,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,2026,0.653041,-0.108839
sub-006_cc200,L3,+SB+Atten,2026,0.769531,0.007651
sub-006_cc200,L4,+Prior,2026,0.815703,0.053823
sub-006_cc200,L5,Full BS-NET,2026,0.830334,0.068454
sub-006_cc200,L0,Raw,9999,0.761880,0.000000
sub-006_cc200,L1,+LW,9999,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,9999,0.630970,-0.130910
sub-006_cc200,L3,+SB+Atten,9999,0.755913,-0.005966
sub-006_cc200,L4,+Prior,9999,0.815827,0.053947
sub-006_cc200,L5,Full BS-NET,9999,0.818393,0.056513
