subject_id,seed,rho_hat_T,ci_lower,ci_upper,r_fc,pass,split_half_r,mean_abs_fc,snr,mean_ar1,n_low_var_rois,temporal_var,signal_var,noise_var
60,1060,0.9545950389636467,0.8448689755012753,0.9999,0.7403206949756643,True,0.34656949158244343,0.1113388986263276,1.0073993780516608,0.28793850719797043,0,1.983930686022567,1.0169270331264288,1.0094576741681087
61,1061,0.9375274580844675,0.8202427245820061,0.9999,0.7133118165035103,True,0.35296295664969374,0.11146360483043866,0.9597555052599116,0.28772774581803806,0,1.9042888831500189,0.9513605535960727,0.9912530309877562
62,1062,0.973205188768992,0.8474845206640367,0.9999,0.7470919132922997,True,0.3143549623313852,0.10778708745272947,1.0244877470578955,0.29867052013707945,0,1.9493505914545801,1.011398773140205,0.9872238843702337
63,1063,0.8903515602309003,0.7877141571995968,0.9818444540531259,0.6945660038001282,True,0.2332276615973805,0.09822096315328578,0.8474365115826461,0.22015558914686748,0,1.7709257830675953,0.8287060646518892,0.9778975219090141
64,1064,0.9267424380919822,0.7970508602625216,0.9999,0.7063470940704851,True,0.27862366647425274,0.10900582978612329,1.0318062817596025,0.2853029971299653,0,1.9880246647174296,1.0238378811843418,0.9922772319609533
65,1065,0.8814180336544863,0.7563427871304345,0.9586722279851646,0.6818455332150393,True,0.17167467782770626,0.1077863459069576,0.904518217806909,0.28548832309920474,0,1.8398521808177686,0.9003480404004577,0.9953896147978508
66,1066,0.9695354577941921,0.8272473950797767,0.9999,0.7265583082000753,True,0.28764830894416454,0.11019450093873709,0.9976834055122334,0.2719211710248889,0,1.9695170276395197,1.0063728903640212,1.0087096616058542
67,1067,0.9134483315304812,0.7827465579072935,0.9997349732466291,0.6979067290782452,True,0.2588643550815894,0.10591800054480462,0.9457904226518566,0.262472489529668,0,1.8985160344930312,0.9634171716029506,1.018637055872982
68,1068,0.9373956155875482,0.785389713809614,0.9999,0.7146284788337111,True,0.32642382907883943,0.1073072935592476,1.0229389312156807,0.28020175182433066,0,1.828763560325003,0.9692508694462424,0.9475158681216342
69,1069,0.9910483928386534,0.8637635836013811,0.9999,0.7358271221495386,True,0.3686480126007917,0.11220080637539394,0.9584827737033029,0.2579631754594321,0,1.851646290774499,0.9427603946481589,0.9835965971569867
70,1070,0.9496129977900128,0.8253375996678503,0.9999,0.7232550855585792,True,0.3653462232247457,0.107387169866087,1.0177010823833508,0.27932709699370606,0,1.8654880213198566,0.9720869594230116,0.9551792527787083
71,1071,0.892102549472627,0.7989869886570082,0.9999,0.7155316366048247,True,0.1842825598528923,0.10283599863172335,0.9569497722152173,0.27397243977283386,0,1.9656103904798081,0.9783961168967239,1.0224111497846549
72,1072,0.9549303172126966,0.7835938143466791,0.9999,0.7346075494491167,True,0.18814556721134687,0.10572344353245723,0.9863295476301799,0.28317898798564883,0,1.9837825429122053,0.9978774428988177,1.0117079482170879
73,1073,0.9281993287950906,0.7992107347295629,0.9999,0.7173625012715664,True,0.2898664561327963,0.10763964066146472,1.0171626655651138,0.29550198406827904,0,1.9499152569758536,1.0192321548510923,1.0020345706306757
74,1074,0.9014350930468448,0.808175194029872,0.9999,0.7150698932375915,True,0.2830189268439893,0.10860824813194675,1.0239277115264163,0.28289086478749675,0,1.9416298089436146,1.0091413620819336,0.9855591861827433
75,1075,0.8463308506063971,0.7434959850093676,0.9364327788204522,0.6731007376426413,True,0.3060096710141918,0.10504888278205879,0.9086938652301998,0.27505648715725994,0,1.783373960904034,0.8875704051079556,0.9767540412337955
76,1076,0.941532574482632,0.791384405565795,0.9999,0.7344206858840976,True,0.2358682444138407,0.10562693942985002,0.9982665336329085,0.2879699327724898,0,1.950090518796011,1.017538969390436,1.0193059018891386
77,1077,0.8987687563436374,0.7740816615176358,0.9999,0.6933942717133964,True,0.2896467564977794,0.10570873347928723,0.9032434190318914,0.2819811192372286,0,1.7798786556838144,0.8873032685145467,0.9823523203363833
78,1078,0.9900486495002154,0.9187950746215334,0.9999,0.7520483189705651,True,0.263402509935736,0.11508830960127055,1.0792834681268422,0.32382953801809355,0,1.9713854912553208,1.0555656130092195,0.9780244432365981
79,1079,0.8928443645612331,0.7477754012445733,0.9999,0.6893844103047219,True,0.25373756214726617,0.10598984397115907,0.9223172020481442,0.26185984369503,0,1.865378171421221,0.9291072874479152,1.0073619849924653
80,1080,0.9750543242786879,0.8531463310503028,0.9999,0.7524639796553643,True,0.3120670469348965,0.10777529104574024,1.0096297684587001,0.2787814850413558,0,1.9146603969285734,0.9950141684436511,0.9855238024158488
81,1081,0.9026433007434544,0.8012503163807794,0.9999,0.698514040831323,True,0.22610927115585622,0.10592445480042317,1.0109785894900045,0.2977228400326398,0,1.9006661756248737,1.0002364120749587,0.9893744758526837
82,1082,0.9741299528348211,0.8495769212378842,0.9999,0.7262194577506234,True,0.3449511740533615,0.11985012631749951,1.0373473716494077,0.29871195151973207,0,1.9833704017543912,1.0608394051095358,1.0226462553452804
83,1083,0.999432792743027,0.8650567711632037,0.9999,0.7492316714439987,True,0.31051456915783476,0.10295022075034885,0.8849168098718639,0.25242867495716853,0,1.8709388189284213,0.9038407607530676,1.0213850055396099
84,1084,0.9999,0.8439759112857697,0.9999,0.7691844062143037,True,0.3824819637668061,0.11754221681822549,1.0409137664123334,0.3105012637061318,0,1.978976491352897,1.0468427251744163,1.0056959173309026
85,1085,0.9197661506364833,0.8205591171689645,0.9999,0.7003720865570588,True,0.2901186256629939,0.10342245802269821,0.942108935926439,0.2435896576399598,0,1.8735174851531833,0.9444502831233689,1.0024852191796987
86,1086,0.9306276837442462,0.8123716057542195,0.9999,0.7182955162774407,True,0.2692694144179936,0.1149195769907541,0.9913596922133594,0.3072994254058002,0,1.9519515708875397,0.9903949777002252,0.9990268774081582
87,1087,0.8937296481662448,0.8071643106089457,0.9996977112666411,0.7160167196486964,True,0.17093471334021712,0.10433812420609812,0.9278751533488656,0.248113092892109,0,1.8175959456072435,0.9315249286104209,1.003933476662655
88,1088,0.9003814280088862,0.7884132066262448,0.9999,0.7123612102906789,True,0.3081350400959217,0.11196441572216391,1.0071563147728504,0.27270717647897585,0,1.9054444066856668,0.9779405356811859,0.9709918126281581
89,1089,0.8864218370432447,0.7749495290301235,0.9999,0.7015060942654932,True,0.2408722985431931,0.10395673363880086,0.9328096257299308,0.25542723451246246,0,1.8761781192752987,0.9457339293199115,1.0138552425205383
90,1090,0.9999,0.9029986031835211,0.9999,0.7903552703469827,True,0.3207233127570635,0.1081742021941265,0.9438263886614534,0.2805769224954812,0,1.932951172223862,0.947410105402311,1.0037970084158592
91,1091,0.9772771420270581,0.8712702340963414,0.9999,0.7342783115069668,True,0.25802939156602195,0.11316151389022275,1.0056380959599305,0.2734888225985074,0,1.8583934985608423,0.9770684300595999,0.9715905095330946
92,1092,0.9827570189628478,0.8919758161707989,0.9999,0.7587479814635445,True,0.34022675007423075,0.10432534292082259,0.9615444988404523,0.2710289723818263,0,1.9735306319599182,0.9527229840160618,0.9908256821862862
93,1093,0.9660162256813265,0.8481126328855136,0.9999,0.7441627325886375,True,0.32906651042925517,0.10999974127968734,1.0502864923972983,0.2814288822282562,0,1.9633139777375326,1.0509721750052314,1.000652852924318
94,1094,0.8522631142154932,0.7648726074806047,0.9911410188603886,0.6774135098572651,True,0.23101491188769285,0.10351209252098771,0.9559634243634877,0.28250831366378426,0,1.838139893927624,0.9293797142816149,0.9721917079624954
95,1095,0.9658901207779578,0.8201048730451427,0.9999,0.7500149130610135,True,0.2871247877146318,0.1128625670211914,1.0385567246489966,0.28693547946726744,0,1.940388701803458,1.022950681567908,0.9849733358701586
96,1096,0.8971364306484038,0.7596212968489621,0.9996347898812817,0.692657964581474,True,0.2236669756397046,0.09938281574515133,0.9539307416560128,0.2670882215537497,0,1.8459427896452991,0.9282100595267111,0.9730371598207949
97,1097,0.9267331309931919,0.8092648393136606,0.9999,0.7154169763960585,True,0.3367576535964282,0.11352099427511574,0.9348860193307563,0.2774467095374872,0,1.9127681429003252,0.9405914303998155,1.006102787881183
98,1098,0.9118061308009328,0.7585487508101697,0.9999,0.7074060368182294,True,0.2321421854506401,0.11074507541230227,1.0584416549830469,0.3091596069766112,0,1.9072060139020093,1.0400262455119047,0.982601393865742
99,1099,0.8410288868883358,0.7083847909054635,0.9494064424633837,0.6579630448954449,True,0.2134420422561248,0.10012728076131065,0.8533872715156559,0.258807632718218,0,1.825990850659221,0.8783966288610108,1.029305988242521
