Seed,Subject,Model,Network,Jaccard Overlap
2026,16,Raw FC (2m),Dorsal Attn,0.44
2026,16,Raw FC (2m),Ventral Attn,0.9333333333333333
2026,16,Raw FC (2m),Limbic,0.875
2026,16,Raw FC (2m),Control,0.875
2026,16,Raw FC (2m),Default Mode,0.7894736842105263
2026,16,BS-NET (2m),Visual,0.48
2026,16,BS-NET (2m),Somatomotor,0.8
2026,16,BS-NET (2m),Dorsal Attn,0.4230769230769231
2026,16,BS-NET (2m),Ventral Attn,0.8
2026,16,BS-NET (2m),Limbic,0.9333333333333333
2026,16,BS-NET (2m),Control,0.875
2026,16,BS-NET (2m),Default Mode,0.7142857142857143
2026,17,Raw FC (2m),Visual,1.0
2026,17,Raw FC (2m),Somatomotor,0.5
2026,17,Raw FC (2m),Dorsal Attn,0.45161290322580644
2026,17,Raw FC (2m),Ventral Attn,0.8666666666666667
2026,17,Raw FC (2m),Limbic,0.40625
2026,17,Raw FC (2m),Control,0.9285714285714286
2026,17,Raw FC (2m),Default Mode,0.375
2026,17,BS-NET (2m),Visual,1.0
2026,17,BS-NET (2m),Somatomotor,0.5
2026,17,BS-NET (2m),Dorsal Attn,0.45161290322580644
2026,17,BS-NET (2m),Ventral Attn,0.8666666666666667
2026,17,BS-NET (2m),Limbic,0.8
2026,17,BS-NET (2m),Control,0.40625
2026,17,BS-NET (2m),Default Mode,0.375
2026,18,Raw FC (2m),Visual,0.875
2026,18,Raw FC (2m),Somatomotor,0.8666666666666667
2026,18,Raw FC (2m),Dorsal Attn,0.4444444444444444
2026,18,Raw FC (2m),Ventral Attn,0.9333333333333333
2026,18,Raw FC (2m),Limbic,0.4444444444444444
2026,18,Raw FC (2m),Control,0.9333333333333333
2026,18,Raw FC (2m),Default Mode,0.9375
2026,18,BS-NET (2m),Visual,0.875
2026,18,BS-NET (2m),Somatomotor,0.8666666666666667
2026,18,BS-NET (2m),Dorsal Attn,0.41379310344827586
2026,18,BS-NET (2m),Ventral Attn,0.7777777777777778
2026,18,BS-NET (2m),Limbic,0.9285714285714286
2026,18,BS-NET (2m),Control,0.7333333333333333
2026,18,BS-NET (2m),Default Mode,0.4827586206896552
2026,19,Raw FC (2m),Visual,0.6190476190476191
2026,19,Raw FC (2m),Somatomotor,0.8235294117647058
2026,19,Raw FC (2m),Dorsal Attn,0.7368421052631579
2026,19,Raw FC (2m),Ventral Attn,0.4482758620689655
2026,19,Raw FC (2m),Limbic,0.25925925925925924
2026,19,Raw FC (2m),Control,0.5
2026,19,Raw FC (2m),Default Mode,0.8823529411764706
2026,19,BS-NET (2m),Visual,0.6190476190476191
2026,19,BS-NET (2m),Somatomotor,0.8235294117647058
2026,19,BS-NET (2m),Dorsal Attn,0.7368421052631579
2026,19,BS-NET (2m),Ventral Attn,0.4482758620689655
2026,19,BS-NET (2m),Limbic,0.25925925925925924
2026,19,BS-NET (2m),Control,0.5
2026,19,BS-NET (2m),Default Mode,0.8823529411764706
9999,0,Raw FC (2m),Visual,0.9285714285714286
9999,0,Raw FC (2m),Somatomotor,0.8125
9999,0,Raw FC (2m),Dorsal Attn,0.875
9999,0,Raw FC (2m),Ventral Attn,0.6666666666666666
9999,0,Raw FC (2m),Limbic,0.875
9999,0,Raw FC (2m),Control,1.0
9999,0,Raw FC (2m),Default Mode,0.875
9999,0,BS-NET (2m),Visual,0.9285714285714286
9999,0,BS-NET (2m),Somatomotor,0.8125
9999,0,BS-NET (2m),Dorsal Attn,0.875
9999,0,BS-NET (2m),Ventral Attn,0.6666666666666666
9999,0,BS-NET (2m),Limbic,0.875
9999,0,BS-NET (2m),Control,1.0
9999,0,BS-NET (2m),Default Mode,0.875
9999,1,Raw FC (2m),Visual,0.56
9999,1,Raw FC (2m),Somatomotor,0.9285714285714286
9999,1,Raw FC (2m),Dorsal Attn,0.875
9999,1,Raw FC (2m),Ventral Attn,0.9333333333333333
9999,1,Raw FC (2m),Limbic,0.875
9999,1,Raw FC (2m),Control,0.39285714285714285
9999,1,Raw FC (2m),Default Mode,0.9375
9999,1,BS-NET (2m),Visual,0.9333333333333333
9999,1,BS-NET (2m),Somatomotor,0.7857142857142857
9999,1,BS-NET (2m),Dorsal Attn,0.875
9999,1,BS-NET (2m),Ventral Attn,0.8666666666666667
9999,1,BS-NET (2m),Limbic,0.875
9999,1,BS-NET (2m),Control,0.5882352941176471
9999,1,BS-NET (2m),Default Mode,0.9375
9999,2,Raw FC (2m),Visual,0.8666666666666667
9999,2,Raw FC (2m),Somatomotor,0.8125
9999,2,Raw FC (2m),Dorsal Attn,0.5384615384615384
9999,2,Raw FC (2m),Ventral Attn,0.9333333333333333
9999,2,Raw FC (2m),Limbic,0.8666666666666667
9999,2,Raw FC (2m),Control,0.3333333333333333
9999,2,Raw FC (2m),Default Mode,1.0
9999,2,BS-NET (2m),Visual,0.8666666666666667
9999,2,BS-NET (2m),Somatomotor,0.75
9999,2,BS-NET (2m),Dorsal Attn,0.4827586206896552
9999,2,BS-NET (2m),Ventral Attn,1.0
9999,2,BS-NET (2m),Limbic,0.9285714285714286
9999,2,BS-NET (2m),Control,0.3870967741935484
9999,2,BS-NET (2m),Default Mode,1.0
9999,3,Raw FC (2m),Visual,0.8571428571428571
9999,3,Raw FC (2m),Somatomotor,0.9285714285714286
9999,3,Raw FC (2m),Dorsal Attn,0.9333333333333333
9999,3,Raw FC (2m),Ventral Attn,0.8235294117647058
9999,3,Raw FC (2m),Limbic,0.9333333333333333
9999,3,Raw FC (2m),Control,1.0
9999,3,Raw FC (2m),Default Mode,0.875
9999,3,BS-NET (2m),Visual,0.8571428571428571
9999,3,BS-NET (2m),Somatomotor,0.9285714285714286
9999,3,BS-NET (2m),Dorsal Attn,0.9333333333333333
9999,3,BS-NET (2m),Ventral Attn,0.8235294117647058
9999,3,BS-NET (2m),Limbic,0.9333333333333333
9999,3,BS-NET (2m),Control,1.0
9999,3,BS-NET (2m),Default Mode,0.875
9999,4,Raw FC (2m),Visual,1.0
9999,4,Raw FC (2m),Somatomotor,1.0
9999,4,Raw FC (2m),Dorsal Attn,0.5
9999,4,Raw FC (2m),Ventral Attn,1.0
9999,4,Raw FC (2m),Limbic,0.5
9999,4,Raw FC (2m),Control,1.0
9999,4,Raw FC (2m),Default Mode,1.0
9999,4,BS-NET (2m),Visual,1.0
9999,4,BS-NET (2m),Somatomotor,1.0
9999,4,BS-NET (2m),Dorsal Attn,0.5
9999,4,BS-NET (2m),Ventral Attn,1.0
9999,4,BS-NET (2m),Limbic,0.5
9999,4,BS-NET (2m),Control,1.0
9999,4,BS-NET (2m),Default Mode,1.0
9999,5,Raw FC (2m),Visual,0.5
9999,5,Raw FC (2m),Somatomotor,0.7368421052631579
9999,5,Raw FC (2m),Dorsal Attn,0.875
9999,5,Raw FC (2m),Ventral Attn,0.9285714285714286
9999,5,Raw FC (2m),Limbic,0.9333333333333333
9999,5,Raw FC (2m),Control,1.0
9999,5,Raw FC (2m),Default Mode,0.8823529411764706
9999,5,BS-NET (2m),Visual,0.39285714285714285
9999,5,BS-NET (2m),Somatomotor,0.56
9999,5,BS-NET (2m),Dorsal Attn,0.875
9999,5,BS-NET (2m),Ventral Attn,0.9285714285714286
9999,5,BS-NET (2m),Limbic,0.9333333333333333
9999,5,BS-NET (2m),Control,1.0
9999,5,BS-NET (2m),Default Mode,0.9411764705882353
9999,6,Raw FC (2m),Visual,1.0
9999,6,Raw FC (2m),Somatomotor,0.8571428571428571
9999,6,Raw FC (2m),Dorsal Attn,0.8571428571428571
9999,6,Raw FC (2m),Ventral Attn,1.0
9999,6,Raw FC (2m),Limbic,0.8666666666666667
9999,6,Raw FC (2m),Control,0.9285714285714286
9999,6,Raw FC (2m),Default Mode,0.8
9999,6,BS-NET (2m),Visual,1.0
9999,6,BS-NET (2m),Somatomotor,0.8571428571428571
9999,6,BS-NET (2m),Dorsal Attn,0.8571428571428571
9999,6,BS-NET (2m),Ventral Attn,1.0
9999,6,BS-NET (2m),Limbic,0.8666666666666667
9999,6,BS-NET (2m),Control,0.9285714285714286
9999,6,BS-NET (2m),Default Mode,0.8
9999,7,Raw FC (2m),Visual,0.9333333333333333
9999,7,Raw FC (2m),Somatomotor,0.9333333333333333
9999,7,Raw FC (2m),Dorsal Attn,0.9285714285714286
9999,7,Raw FC (2m),Ventral Attn,0.8571428571428571
9999,7,Raw FC (2m),Limbic,1.0
9999,7,Raw FC (2m),Control,0.9333333333333333
9999,7,Raw FC (2m),Default Mode,1.0
9999,7,BS-NET (2m),Visual,0.9333333333333333
9999,7,BS-NET (2m),Somatomotor,0.9333333333333333
9999,7,BS-NET (2m),Dorsal Attn,0.9285714285714286
9999,7,BS-NET (2m),Ventral Attn,0.8571428571428571
9999,7,BS-NET (2m),Limbic,1.0
9999,7,BS-NET (2m),Control,0.9333333333333333
9999,7,BS-NET (2m),Default Mode,1.0
9999,8,Raw FC (2m),Visual,1.0
9999,8,Raw FC (2m),Somatomotor,1.0
9999,8,Raw FC (2m),Dorsal Attn,0.9333333333333333
9999,8,Raw FC (2m),Ventral Attn,1.0
9999,8,Raw FC (2m),Limbic,1.0
9999,8,Raw FC (2m),Control,1.0
9999,8,Raw FC (2m),Default Mode,0.9375
9999,8,BS-NET (2m),Visual,1.0
9999,8,BS-NET (2m),Somatomotor,1.0
9999,8,BS-NET (2m),Dorsal Attn,0.9333333333333333
9999,8,BS-NET (2m),Ventral Attn,1.0
9999,8,BS-NET (2m),Limbic,1.0
9999,8,BS-NET (2m),Control,1.0
9999,8,BS-NET (2m),Default Mode,0.9375
9999,9,Raw FC (2m),Visual,0.5
9999,9,Raw FC (2m),Somatomotor,1.0
9999,9,Raw FC (2m),Dorsal Attn,1.0
9999,9,Raw FC (2m),Ventral Attn,0.9285714285714286
9999,9,Raw FC (2m),Limbic,1.0
9999,9,Raw FC (2m),Control,0.5
9999,9,Raw FC (2m),Default Mode,1.0
9999,9,BS-NET (2m),Visual,0.5
9999,9,BS-NET (2m),Somatomotor,1.0
9999,9,BS-NET (2m),Dorsal Attn,1.0
9999,9,BS-NET (2m),Ventral Attn,0.9285714285714286
9999,9,BS-NET (2m),Limbic,1.0
9999,9,BS-NET (2m),Control,0.5
9999,9,BS-NET (2m),Default Mode,1.0
9999,10,Raw FC (2m),Visual,0.8666666666666667
9999,10,Raw FC (2m),Somatomotor,0.9333333333333333
9999,10,Raw FC (2m),Dorsal Attn,0.41935483870967744
9999,10,Raw FC (2m),Ventral Attn,0.5185185185185185
9999,10,Raw FC (2m),Limbic,0.4642857142857143
9999,10,Raw FC (2m),Control,0.8666666666666667
9999,10,Raw FC (2m),Default Mode,0.5333333333333333
9999,10,BS-NET (2m),Visual,0.8666666666666667
9999,10,BS-NET (2m),Somatomotor,0.9333333333333333
9999,10,BS-NET (2m),Dorsal Attn,0.41935483870967744
9999,10,BS-NET (2m),Ventral Attn,0.9333333333333333
9999,10,BS-NET (2m),Limbic,0.8571428571428571
9999,10,BS-NET (2m),Control,0.8666666666666667
9999,10,BS-NET (2m),Default Mode,0.5333333333333333
9999,11,Raw FC (2m),Visual,1.0
9999,11,Raw FC (2m),Somatomotor,1.0
9999,11,Raw FC (2m),Dorsal Attn,1.0
9999,11,Raw FC (2m),Ventral Attn,1.0
9999,11,Raw FC (2m),Limbic,0.9333333333333333
9999,11,Raw FC (2m),Control,0.43333333333333335
9999,11,Raw FC (2m),Default Mode,0.5517241379310345
9999,11,BS-NET (2m),Visual,0.9333333333333333
9999,11,BS-NET (2m),Somatomotor,0.8571428571428571
9999,11,BS-NET (2m),Dorsal Attn,1.0
9999,11,BS-NET (2m),Ventral Attn,0.875
9999,11,BS-NET (2m),Limbic,0.9333333333333333
9999,11,BS-NET (2m),Control,0.4482758620689655
9999,11,BS-NET (2m),Default Mode,0.5172413793103449
9999,12,Raw FC (2m),Visual,0.46153846153846156
9999,12,Raw FC (2m),Somatomotor,0.8235294117647058
9999,12,Raw FC (2m),Dorsal Attn,0.4074074074074074
9999,12,Raw FC (2m),Ventral Attn,0.9333333333333333
9999,12,Raw FC (2m),Limbic,0.8666666666666667
9999,12,Raw FC (2m),Control,1.0
9999,12,Raw FC (2m),Default Mode,1.0
9999,12,BS-NET (2m),Visual,0.46153846153846156
9999,12,BS-NET (2m),Somatomotor,0.8235294117647058
9999,12,BS-NET (2m),Dorsal Attn,0.4074074074074074
9999,12,BS-NET (2m),Ventral Attn,0.9333333333333333
9999,12,BS-NET (2m),Limbic,0.8666666666666667
9999,12,BS-NET (2m),Control,1.0
9999,12,BS-NET (2m),Default Mode,1.0
9999,13,Raw FC (2m),Visual,0.4642857142857143
9999,13,Raw FC (2m),Somatomotor,0.9285714285714286
9999,13,Raw FC (2m),Dorsal Attn,0.875
9999,13,Raw FC (2m),Ventral Attn,1.0
9999,13,Raw FC (2m),Limbic,1.0
9999,13,Raw FC (2m),Control,0.5185185185185185
9999,13,Raw FC (2m),Default Mode,0.8823529411764706
9999,13,BS-NET (2m),Visual,0.4642857142857143
9999,13,BS-NET (2m),Somatomotor,0.9285714285714286
9999,13,BS-NET (2m),Dorsal Attn,0.875
9999,13,BS-NET (2m),Ventral Attn,1.0
9999,13,BS-NET (2m),Limbic,1.0
9999,13,BS-NET (2m),Control,0.5185185185185185
9999,13,BS-NET (2m),Default Mode,0.8823529411764706
9999,14,Raw FC (2m),Visual,0.8666666666666667
9999,14,Raw FC (2m),Somatomotor,0.26666666666666666
9999,14,Raw FC (2m),Dorsal Attn,0.4827586206896552
9999,14,Raw FC (2m),Ventral Attn,0.5789473684210527
9999,14,Raw FC (2m),Limbic,0.631578947368421
9999,14,Raw FC (2m),Control,0.46153846153846156
9999,14,Raw FC (2m),Default Mode,0.36363636363636365
9999,14,BS-NET (2m),Visual,0.8666666666666667
9999,14,BS-NET (2m),Somatomotor,0.26666666666666666
9999,14,BS-NET (2m),Dorsal Attn,0.7058823529411765
9999,14,BS-NET (2m),Ventral Attn,0.5789473684210527
9999,14,BS-NET (2m),Limbic,0.6666666666666666
9999,14,BS-NET (2m),Control,0.46153846153846156
9999,14,BS-NET (2m),Default Mode,0.55
9999,15,Raw FC (2m),Visual,0.9333333333333333
9999,15,Raw FC (2m),Somatomotor,0.45161290322580644
9999,15,Raw FC (2m),Dorsal Attn,0.9285714285714286
9999,15,Raw FC (2m),Ventral Attn,0.9285714285714286
9999,15,Raw FC (2m),Limbic,0.8666666666666667
9999,15,Raw FC (2m),Control,1.0
9999,15,Raw FC (2m),Default Mode,0.5161290322580645
9999,15,BS-NET (2m),Visual,0.9333333333333333
9999,15,BS-NET (2m),Somatomotor,0.45161290322580644
9999,15,BS-NET (2m),Dorsal Attn,0.9285714285714286
9999,15,BS-NET (2m),Ventral Attn,0.9285714285714286
9999,15,BS-NET (2m),Limbic,0.8666666666666667
9999,15,BS-NET (2m),Control,1.0
9999,15,BS-NET (2m),Default Mode,0.5161290322580645
9999,16,Raw FC (2m),Visual,0.5833333333333334
9999,16,Raw FC (2m),Somatomotor,0.875
9999,16,Raw FC (2m),Dorsal Attn,1.0
9999,16,Raw FC (2m),Ventral Attn,0.75
9999,16,Raw FC (2m),Limbic,0.35714285714285715
9999,16,Raw FC (2m),Control,0.7333333333333333
9999,16,Raw FC (2m),Default Mode,0.9375
9999,16,BS-NET (2m),Visual,0.7222222222222222
9999,16,BS-NET (2m),Somatomotor,0.875
9999,16,BS-NET (2m),Dorsal Attn,0.9333333333333333
9999,16,BS-NET (2m),Ventral Attn,0.75
9999,16,BS-NET (2m),Limbic,0.6
9999,16,BS-NET (2m),Control,0.6875
9999,16,BS-NET (2m),Default Mode,0.9375
9999,17,Raw FC (2m),Visual,0.7368421052631579
9999,17,Raw FC (2m),Somatomotor,0.2857142857142857
9999,17,Raw FC (2m),Dorsal Attn,0.8666666666666667
9999,17,Raw FC (2m),Ventral Attn,0.6086956521739131
9999,17,Raw FC (2m),Limbic,0.6428571428571429
9999,17,Raw FC (2m),Control,1.0
9999,17,Raw FC (2m),Default Mode,1.0
9999,17,BS-NET (2m),Visual,0.7368421052631579
9999,17,BS-NET (2m),Somatomotor,0.3225806451612903
9999,17,BS-NET (2m),Dorsal Attn,0.8666666666666667
9999,17,BS-NET (2m),Ventral Attn,0.5185185185185185
9999,17,BS-NET (2m),Limbic,0.6428571428571429
9999,17,BS-NET (2m),Control,1.0
9999,17,BS-NET (2m),Default Mode,1.0
9999,18,Raw FC (2m),Visual,1.0
9999,18,Raw FC (2m),Somatomotor,0.5
9999,18,Raw FC (2m),Dorsal Attn,0.9285714285714286
9999,18,Raw FC (2m),Ventral Attn,0.9333333333333333
9999,18,Raw FC (2m),Limbic,1.0
9999,18,Raw FC (2m),Control,0.5
9999,18,Raw FC (2m),Default Mode,1.0
9999,18,BS-NET (2m),Visual,1.0
9999,18,BS-NET (2m),Somatomotor,0.5
9999,18,BS-NET (2m),Dorsal Attn,0.9285714285714286
9999,18,BS-NET (2m),Ventral Attn,0.9333333333333333
9999,18,BS-NET (2m),Limbic,1.0
9999,18,BS-NET (2m),Control,0.5
9999,18,BS-NET (2m),Default Mode,1.0
9999,19,Raw FC (2m),Visual,0.8571428571428571
9999,19,Raw FC (2m),Somatomotor,0.8666666666666667
9999,19,Raw FC (2m),Dorsal Attn,1.0
9999,19,Raw FC (2m),Ventral Attn,0.9333333333333333
9999,19,Raw FC (2m),Limbic,0.9333333333333333
9999,19,Raw FC (2m),Control,0.8666666666666667
9999,19,Raw FC (2m),Default Mode,1.0
9999,19,BS-NET (2m),Visual,0.8571428571428571
9999,19,BS-NET (2m),Somatomotor,0.8666666666666667
9999,19,BS-NET (2m),Dorsal Attn,1.0
9999,19,BS-NET (2m),Ventral Attn,0.9333333333333333
9999,19,BS-NET (2m),Limbic,0.9333333333333333
9999,19,BS-NET (2m),Control,0.8666666666666667
9999,19,BS-NET (2m),Default Mode,1.0
314,0,Raw FC (2m),Visual,1.0
314,0,Raw FC (2m),Somatomotor,1.0
314,0,Raw FC (2m),Dorsal Attn,1.0
314,0,Raw FC (2m),Ventral Attn,0.9285714285714286
314,0,Raw FC (2m),Limbic,1.0
314,0,Raw FC (2m),Control,1.0
314,0,Raw FC (2m),Default Mode,0.9411764705882353
314,0,BS-NET (2m),Visual,1.0
314,0,BS-NET (2m),Somatomotor,1.0
314,0,BS-NET (2m),Dorsal Attn,1.0
314,0,BS-NET (2m),Ventral Attn,0.9285714285714286
314,0,BS-NET (2m),Limbic,1.0
314,0,BS-NET (2m),Control,1.0
314,0,BS-NET (2m),Default Mode,0.9411764705882353
314,1,Raw FC (2m),Visual,0.25
314,1,Raw FC (2m),Somatomotor,0.4444444444444444
314,1,Raw FC (2m),Dorsal Attn,0.9285714285714286
314,1,Raw FC (2m),Ventral Attn,0.9333333333333333
314,1,Raw FC (2m),Limbic,0.6666666666666666
314,1,Raw FC (2m),Control,0.5
314,1,Raw FC (2m),Default Mode,0.6153846153846154
314,1,BS-NET (2m),Visual,0.2857142857142857
314,1,BS-NET (2m),Somatomotor,0.4444444444444444
314,1,BS-NET (2m),Dorsal Attn,1.0
314,1,BS-NET (2m),Ventral Attn,0.9333333333333333
314,1,BS-NET (2m),Limbic,0.6363636363636364
314,1,BS-NET (2m),Control,0.5
314,1,BS-NET (2m),Default Mode,0.6666666666666666
314,2,Raw FC (2m),Visual,0.9285714285714286
314,2,Raw FC (2m),Somatomotor,0.5
314,2,Raw FC (2m),Dorsal Attn,0.5
314,2,Raw FC (2m),Ventral Attn,0.9333333333333333
314,2,Raw FC (2m),Limbic,1.0
314,2,Raw FC (2m),Control,1.0
314,2,Raw FC (2m),Default Mode,1.0
314,2,BS-NET (2m),Visual,0.9285714285714286
314,2,BS-NET (2m),Somatomotor,0.5
314,2,BS-NET (2m),Dorsal Attn,0.5
314,2,BS-NET (2m),Ventral Attn,0.9333333333333333
314,2,BS-NET (2m),Limbic,1.0
314,2,BS-NET (2m),Control,1.0
314,2,BS-NET (2m),Default Mode,1.0
314,3,Raw FC (2m),Visual,1.0
314,3,Raw FC (2m),Somatomotor,0.9333333333333333
314,3,Raw FC (2m),Dorsal Attn,0.9285714285714286
314,3,Raw FC (2m),Ventral Attn,1.0
314,3,Raw FC (2m),Limbic,1.0
314,3,Raw FC (2m),Control,1.0
314,3,Raw FC (2m),Default Mode,1.0
314,3,BS-NET (2m),Visual,0.5185185185185185
314,3,BS-NET (2m),Somatomotor,0.9333333333333333
314,3,BS-NET (2m),Dorsal Attn,0.4642857142857143
314,3,BS-NET (2m),Ventral Attn,1.0
314,3,BS-NET (2m),Limbic,1.0
314,3,BS-NET (2m),Control,1.0
314,3,BS-NET (2m),Default Mode,1.0
314,4,Raw FC (2m),Visual,0.9285714285714286
314,4,Raw FC (2m),Somatomotor,0.5833333333333334
314,4,Raw FC (2m),Dorsal Attn,1.0
314,4,Raw FC (2m),Ventral Attn,0.7222222222222222
314,4,Raw FC (2m),Limbic,0.875
314,4,Raw FC (2m),Control,0.35714285714285715
314,4,Raw FC (2m),Default Mode,1.0
314,4,BS-NET (2m),Visual,0.4642857142857143
314,4,BS-NET (2m),Somatomotor,0.5833333333333334
314,4,BS-NET (2m),Dorsal Attn,0.5185185185185185
314,4,BS-NET (2m),Ventral Attn,0.7222222222222222
314,4,BS-NET (2m),Limbic,0.875
314,4,BS-NET (2m),Control,0.35714285714285715
314,4,BS-NET (2m),Default Mode,1.0
314,5,Raw FC (2m),Visual,0.9333333333333333
314,5,Raw FC (2m),Somatomotor,0.9285714285714286
314,5,Raw FC (2m),Dorsal Attn,0.8666666666666667
314,5,Raw FC (2m),Ventral Attn,0.875
314,5,Raw FC (2m),Limbic,0.8571428571428571
314,5,Raw FC (2m),Control,1.0
314,5,Raw FC (2m),Default Mode,1.0
314,5,BS-NET (2m),Visual,0.9333333333333333
314,5,BS-NET (2m),Somatomotor,0.8666666666666667
314,5,BS-NET (2m),Dorsal Attn,0.5
314,5,BS-NET (2m),Ventral Attn,0.875
314,5,BS-NET (2m),Limbic,0.4444444444444444
314,5,BS-NET (2m),Control,1.0
314,5,BS-NET (2m),Default Mode,1.0
314,6,Raw FC (2m),Visual,0.9333333333333333
314,6,Raw FC (2m),Somatomotor,0.9333333333333333
314,6,Raw FC (2m),Dorsal Attn,0.5
314,6,Raw FC (2m),Ventral Attn,1.0
314,6,Raw FC (2m),Limbic,0.875
314,6,Raw FC (2m),Control,0.8235294117647058
314,6,Raw FC (2m),Default Mode,1.0
314,6,BS-NET (2m),Visual,0.9333333333333333
314,6,BS-NET (2m),Somatomotor,0.9333333333333333
314,6,BS-NET (2m),Dorsal Attn,0.7142857142857143
314,6,BS-NET (2m),Ventral Attn,1.0
314,6,BS-NET (2m),Limbic,1.0
314,6,BS-NET (2m),Control,0.8235294117647058
314,6,BS-NET (2m),Default Mode,0.9375
314,7,Raw FC (2m),Visual,0.9285714285714286
314,7,Raw FC (2m),Somatomotor,1.0
314,7,Raw FC (2m),Dorsal Attn,0.8666666666666667
314,7,Raw FC (2m),Ventral Attn,0.8125
314,7,Raw FC (2m),Limbic,0.9333333333333333
314,7,Raw FC (2m),Control,0.9285714285714286
314,7,Raw FC (2m),Default Mode,0.8823529411764706
314,7,BS-NET (2m),Visual,1.0
314,7,BS-NET (2m),Somatomotor,1.0
314,7,BS-NET (2m),Dorsal Attn,0.9285714285714286
314,7,BS-NET (2m),Ventral Attn,0.8125
314,7,BS-NET (2m),Limbic,0.9333333333333333
314,7,BS-NET (2m),Control,0.9285714285714286
314,7,BS-NET (2m),Default Mode,0.8823529411764706
314,8,Raw FC (2m),Visual,1.0
314,8,Raw FC (2m),Somatomotor,0.8571428571428571
314,8,Raw FC (2m),Dorsal Attn,1.0
314,8,Raw FC (2m),Ventral Attn,0.9285714285714286
314,8,Raw FC (2m),Limbic,1.0
314,8,Raw FC (2m),Control,0.9333333333333333
314,8,Raw FC (2m),Default Mode,0.8888888888888888
314,8,BS-NET (2m),Visual,1.0
314,8,BS-NET (2m),Somatomotor,0.8571428571428571
314,8,BS-NET (2m),Dorsal Attn,1.0
314,8,BS-NET (2m),Ventral Attn,0.9285714285714286
314,8,BS-NET (2m),Limbic,1.0
314,8,BS-NET (2m),Control,0.9333333333333333
314,8,BS-NET (2m),Default Mode,0.8888888888888888
314,9,Raw FC (2m),Visual,1.0
314,9,Raw FC (2m),Somatomotor,1.0
314,9,Raw FC (2m),Dorsal Attn,1.0
314,9,Raw FC (2m),Ventral Attn,1.0
314,9,Raw FC (2m),Limbic,1.0
314,9,Raw FC (2m),Control,1.0
314,9,Raw FC (2m),Default Mode,1.0
314,9,BS-NET (2m),Visual,1.0
314,9,BS-NET (2m),Somatomotor,1.0
314,9,BS-NET (2m),Dorsal Attn,1.0
314,9,BS-NET (2m),Ventral Attn,1.0
314,9,BS-NET (2m),Limbic,1.0
314,9,BS-NET (2m),Control,1.0
314,9,BS-NET (2m),Default Mode,1.0
314,10,Raw FC (2m),Visual,0.5
314,10,Raw FC (2m),Somatomotor,0.8
314,10,Raw FC (2m),Dorsal Attn,0.5
314,10,Raw FC (2m),Ventral Attn,0.5
314,10,Raw FC (2m),Limbic,0.7777777777777778
314,10,Raw FC (2m),Control,0.38461538461538464
314,10,Raw FC (2m),Default Mode,0.8421052631578947
314,10,BS-NET (2m),Visual,0.48
314,10,BS-NET (2m),Somatomotor,0.8
314,10,BS-NET (2m),Dorsal Attn,0.5
314,10,BS-NET (2m),Ventral Attn,0.5
314,10,BS-NET (2m),Limbic,0.7222222222222222
314,10,BS-NET (2m),Control,0.37037037037037035
314,10,BS-NET (2m),Default Mode,0.8421052631578947
314,11,Raw FC (2m),Visual,0.8235294117647058
314,11,Raw FC (2m),Somatomotor,0.7777777777777778
314,11,Raw FC (2m),Dorsal Attn,0.875
314,11,Raw FC (2m),Ventral Attn,0.5416666666666666
314,11,Raw FC (2m),Limbic,0.7857142857142857
314,11,Raw FC (2m),Control,0.37037037037037035
314,11,Raw FC (2m),Default Mode,0.7222222222222222
314,11,BS-NET (2m),Visual,0.8235294117647058
314,11,BS-NET (2m),Somatomotor,0.875
314,11,BS-NET (2m),Dorsal Attn,0.8235294117647058
314,11,BS-NET (2m),Ventral Attn,0.5416666666666666
314,11,BS-NET (2m),Limbic,0.5185185185185185
314,11,BS-NET (2m),Control,0.37037037037037035
314,11,BS-NET (2m),Default Mode,0.43333333333333335
314,12,Raw FC (2m),Visual,0.9285714285714286
314,12,Raw FC (2m),Somatomotor,0.7058823529411765
314,12,Raw FC (2m),Dorsal Attn,0.5384615384615384
314,12,Raw FC (2m),Ventral Attn,0.9285714285714286
314,12,Raw FC (2m),Limbic,0.8
314,12,Raw FC (2m),Control,0.3793103448275862
314,12,Raw FC (2m),Default Mode,0.8
314,12,BS-NET (2m),Visual,0.7222222222222222
314,12,BS-NET (2m),Somatomotor,0.8125
314,12,BS-NET (2m),Dorsal Attn,0.6190476190476191
314,12,BS-NET (2m),Ventral Attn,0.9285714285714286
314,12,BS-NET (2m),Limbic,0.875
314,12,BS-NET (2m),Control,0.21428571428571427
314,12,BS-NET (2m),Default Mode,0.8421052631578947
314,13,Raw FC (2m),Visual,1.0
314,13,Raw FC (2m),Somatomotor,1.0
314,13,Raw FC (2m),Dorsal Attn,0.9285714285714286
314,13,Raw FC (2m),Ventral Attn,0.8571428571428571
314,13,Raw FC (2m),Limbic,0.8125
314,13,Raw FC (2m),Control,0.9333333333333333
314,13,Raw FC (2m),Default Mode,1.0
314,13,BS-NET (2m),Visual,1.0
314,13,BS-NET (2m),Somatomotor,1.0
314,13,BS-NET (2m),Dorsal Attn,0.9285714285714286
314,13,BS-NET (2m),Ventral Attn,0.8571428571428571
314,13,BS-NET (2m),Limbic,0.8125
314,13,BS-NET (2m),Control,0.9333333333333333
314,13,BS-NET (2m),Default Mode,1.0
