Seed,Subject,Model,Network,Jaccard Overlap
123,18,Raw FC (2m),Ventral Attn,1.0
123,18,Raw FC (2m),Limbic,0.3793103448275862
123,18,Raw FC (2m),Control,0.8666666666666667
123,18,Raw FC (2m),Default Mode,0.8823529411764706
123,18,BS-NET (2m),Visual,0.875
123,18,BS-NET (2m),Somatomotor,0.56
123,18,BS-NET (2m),Dorsal Attn,1.0
123,18,BS-NET (2m),Ventral Attn,0.9333333333333333
123,18,BS-NET (2m),Limbic,0.3448275862068966
123,18,BS-NET (2m),Control,0.8666666666666667
123,18,BS-NET (2m),Default Mode,0.8823529411764706
123,19,Raw FC (2m),Visual,1.0
123,19,Raw FC (2m),Somatomotor,0.42857142857142855
123,19,Raw FC (2m),Dorsal Attn,1.0
123,19,Raw FC (2m),Ventral Attn,0.7647058823529411
123,19,Raw FC (2m),Limbic,0.9333333333333333
123,19,Raw FC (2m),Control,0.5384615384615384
123,19,Raw FC (2m),Default Mode,0.9375
123,19,BS-NET (2m),Visual,1.0
123,19,BS-NET (2m),Somatomotor,0.42857142857142855
123,19,BS-NET (2m),Dorsal Attn,1.0
123,19,BS-NET (2m),Ventral Attn,0.7647058823529411
123,19,BS-NET (2m),Limbic,0.9333333333333333
123,19,BS-NET (2m),Control,0.5384615384615384
123,19,BS-NET (2m),Default Mode,0.9375
777,0,Raw FC (2m),Visual,0.9285714285714286
777,0,Raw FC (2m),Somatomotor,0.875
777,0,Raw FC (2m),Dorsal Attn,0.8666666666666667
777,0,Raw FC (2m),Ventral Attn,1.0
777,0,Raw FC (2m),Limbic,1.0
777,0,Raw FC (2m),Control,1.0
777,0,Raw FC (2m),Default Mode,0.9375
777,0,BS-NET (2m),Visual,0.9285714285714286
777,0,BS-NET (2m),Somatomotor,0.875
777,0,BS-NET (2m),Dorsal Attn,0.8666666666666667
777,0,BS-NET (2m),Ventral Attn,1.0
777,0,BS-NET (2m),Limbic,1.0
777,0,BS-NET (2m),Control,1.0
777,0,BS-NET (2m),Default Mode,0.9375
777,1,Raw FC (2m),Visual,0.8666666666666667
777,1,Raw FC (2m),Somatomotor,0.875
777,1,Raw FC (2m),Dorsal Attn,0.8666666666666667
777,1,Raw FC (2m),Ventral Attn,0.9285714285714286
777,1,Raw FC (2m),Limbic,0.9285714285714286
777,1,Raw FC (2m),Control,0.9285714285714286
777,1,Raw FC (2m),Default Mode,1.0
777,1,BS-NET (2m),Visual,0.8666666666666667
777,1,BS-NET (2m),Somatomotor,0.875
777,1,BS-NET (2m),Dorsal Attn,0.8666666666666667
777,1,BS-NET (2m),Ventral Attn,0.9285714285714286
777,1,BS-NET (2m),Limbic,0.9285714285714286
777,1,BS-NET (2m),Control,0.9285714285714286
777,1,BS-NET (2m),Default Mode,1.0
777,2,Raw FC (2m),Visual,0.7142857142857143
777,2,Raw FC (2m),Somatomotor,0.6666666666666666
777,2,Raw FC (2m),Dorsal Attn,1.0
777,2,Raw FC (2m),Ventral Attn,0.8
777,2,Raw FC (2m),Limbic,1.0
777,2,Raw FC (2m),Control,0.9333333333333333
777,2,Raw FC (2m),Default Mode,0.8888888888888888
777,2,BS-NET (2m),Visual,0.7142857142857143
777,2,BS-NET (2m),Somatomotor,0.6666666666666666
777,2,BS-NET (2m),Dorsal Attn,1.0
777,2,BS-NET (2m),Ventral Attn,0.8
777,2,BS-NET (2m),Limbic,1.0
777,2,BS-NET (2m),Control,0.9333333333333333
777,2,BS-NET (2m),Default Mode,0.8888888888888888
777,3,Raw FC (2m),Visual,1.0
777,3,Raw FC (2m),Somatomotor,0.9333333333333333
777,3,Raw FC (2m),Dorsal Attn,0.9333333333333333
777,3,Raw FC (2m),Ventral Attn,1.0
777,3,Raw FC (2m),Limbic,0.9285714285714286
777,3,Raw FC (2m),Control,1.0
777,3,Raw FC (2m),Default Mode,0.9375
777,3,BS-NET (2m),Visual,1.0
777,3,BS-NET (2m),Somatomotor,0.9333333333333333
777,3,BS-NET (2m),Dorsal Attn,0.9333333333333333
777,3,BS-NET (2m),Ventral Attn,1.0
777,3,BS-NET (2m),Limbic,0.9285714285714286
777,3,BS-NET (2m),Control,1.0
777,3,BS-NET (2m),Default Mode,0.9375
777,4,Raw FC (2m),Visual,0.7857142857142857
777,4,Raw FC (2m),Somatomotor,0.9285714285714286
777,4,Raw FC (2m),Dorsal Attn,0.875
777,4,Raw FC (2m),Ventral Attn,1.0
777,4,Raw FC (2m),Limbic,0.9285714285714286
777,4,Raw FC (2m),Control,1.0
777,4,Raw FC (2m),Default Mode,0.8421052631578947
777,4,BS-NET (2m),Visual,0.7857142857142857
777,4,BS-NET (2m),Somatomotor,0.7142857142857143
777,4,BS-NET (2m),Dorsal Attn,0.875
777,4,BS-NET (2m),Ventral Attn,1.0
777,4,BS-NET (2m),Limbic,0.8666666666666667
777,4,BS-NET (2m),Control,1.0
777,4,BS-NET (2m),Default Mode,0.7619047619047619
777,5,Raw FC (2m),Visual,0.6363636363636364
777,5,Raw FC (2m),Somatomotor,0.9285714285714286
777,5,Raw FC (2m),Dorsal Attn,0.6428571428571429
777,5,Raw FC (2m),Ventral Attn,0.4444444444444444
777,5,Raw FC (2m),Limbic,1.0
777,5,Raw FC (2m),Control,0.5
777,5,Raw FC (2m),Default Mode,0.9411764705882353
777,5,BS-NET (2m),Visual,0.7777777777777778
777,5,BS-NET (2m),Somatomotor,0.9285714285714286
777,5,BS-NET (2m),Dorsal Attn,0.8666666666666667
777,5,BS-NET (2m),Ventral Attn,0.4444444444444444
777,5,BS-NET (2m),Limbic,1.0
777,5,BS-NET (2m),Control,0.5
777,5,BS-NET (2m),Default Mode,1.0
777,6,Raw FC (2m),Visual,0.5
777,6,Raw FC (2m),Somatomotor,0.875
777,6,Raw FC (2m),Dorsal Attn,0.7857142857142857
777,6,Raw FC (2m),Ventral Attn,0.5
777,6,Raw FC (2m),Limbic,0.8666666666666667
777,6,Raw FC (2m),Control,0.9285714285714286
777,6,Raw FC (2m),Default Mode,0.8888888888888888
777,6,BS-NET (2m),Visual,0.4666666666666667
777,6,BS-NET (2m),Somatomotor,0.7777777777777778
777,6,BS-NET (2m),Dorsal Attn,0.5909090909090909
777,6,BS-NET (2m),Ventral Attn,0.4666666666666667
777,6,BS-NET (2m),Limbic,0.25
777,6,BS-NET (2m),Control,0.9285714285714286
777,6,BS-NET (2m),Default Mode,1.0
777,7,Raw FC (2m),Visual,0.4666666666666667
777,7,Raw FC (2m),Somatomotor,0.4666666666666667
777,7,Raw FC (2m),Dorsal Attn,0.8571428571428571
777,7,Raw FC (2m),Ventral Attn,1.0
777,7,Raw FC (2m),Limbic,1.0
777,7,Raw FC (2m),Control,0.4666666666666667
777,7,Raw FC (2m),Default Mode,0.5333333333333333
777,7,BS-NET (2m),Visual,0.9333333333333333
777,7,BS-NET (2m),Somatomotor,0.3793103448275862
777,7,BS-NET (2m),Dorsal Attn,0.9285714285714286
777,7,BS-NET (2m),Ventral Attn,1.0
777,7,BS-NET (2m),Limbic,0.75
777,7,BS-NET (2m),Control,0.5384615384615384
777,7,BS-NET (2m),Default Mode,0.8888888888888888
777,8,Raw FC (2m),Visual,0.6111111111111112
777,8,Raw FC (2m),Somatomotor,0.52
777,8,Raw FC (2m),Dorsal Attn,0.4074074074074074
777,8,Raw FC (2m),Ventral Attn,0.875
777,8,Raw FC (2m),Limbic,0.52
777,8,Raw FC (2m),Control,0.6666666666666666
777,8,Raw FC (2m),Default Mode,0.3333333333333333
777,8,BS-NET (2m),Visual,0.7058823529411765
777,8,BS-NET (2m),Somatomotor,0.8666666666666667
777,8,BS-NET (2m),Dorsal Attn,0.39285714285714285
777,8,BS-NET (2m),Ventral Attn,0.9333333333333333
777,8,BS-NET (2m),Limbic,0.5
777,8,BS-NET (2m),Control,0.6666666666666666
777,8,BS-NET (2m),Default Mode,0.625
777,9,Raw FC (2m),Visual,1.0
777,9,Raw FC (2m),Somatomotor,0.8235294117647058
777,9,Raw FC (2m),Dorsal Attn,1.0
777,9,Raw FC (2m),Ventral Attn,0.7142857142857143
777,9,Raw FC (2m),Limbic,0.9285714285714286
777,9,Raw FC (2m),Control,0.875
777,9,Raw FC (2m),Default Mode,1.0
777,9,BS-NET (2m),Visual,1.0
777,9,BS-NET (2m),Somatomotor,0.8235294117647058
777,9,BS-NET (2m),Dorsal Attn,1.0
777,9,BS-NET (2m),Ventral Attn,0.7142857142857143
777,9,BS-NET (2m),Limbic,0.9285714285714286
777,9,BS-NET (2m),Control,0.875
777,9,BS-NET (2m),Default Mode,1.0
777,10,Raw FC (2m),Visual,0.43333333333333335
777,10,Raw FC (2m),Somatomotor,0.8125
777,10,Raw FC (2m),Dorsal Attn,0.875
777,10,Raw FC (2m),Ventral Attn,0.7368421052631579
777,10,Raw FC (2m),Limbic,0.43333333333333335
777,10,Raw FC (2m),Control,0.17857142857142858
777,10,Raw FC (2m),Default Mode,0.8
777,10,BS-NET (2m),Visual,0.3939393939393939
777,10,BS-NET (2m),Somatomotor,0.40625
777,10,BS-NET (2m),Dorsal Attn,0.875
777,10,BS-NET (2m),Ventral Attn,0.7
777,10,BS-NET (2m),Limbic,0.4375
777,10,BS-NET (2m),Control,0.21428571428571427
777,10,BS-NET (2m),Default Mode,0.5161290322580645
777,11,Raw FC (2m),Visual,0.875
777,11,Raw FC (2m),Somatomotor,0.5714285714285714
777,11,Raw FC (2m),Dorsal Attn,0.875
777,11,Raw FC (2m),Ventral Attn,0.40625
777,11,Raw FC (2m),Limbic,0.6842105263157895
777,11,Raw FC (2m),Control,0.2692307692307692
777,11,Raw FC (2m),Default Mode,0.42424242424242425
777,11,BS-NET (2m),Visual,0.875
777,11,BS-NET (2m),Somatomotor,0.6666666666666666
777,11,BS-NET (2m),Dorsal Attn,0.875
777,11,BS-NET (2m),Ventral Attn,0.6842105263157895
777,11,BS-NET (2m),Limbic,0.5652173913043478
777,11,BS-NET (2m),Control,0.2857142857142857
777,11,BS-NET (2m),Default Mode,0.75
777,12,Raw FC (2m),Visual,0.6363636363636364
777,12,Raw FC (2m),Somatomotor,0.5
777,12,Raw FC (2m),Dorsal Attn,0.9285714285714286
777,12,Raw FC (2m),Ventral Attn,0.9333333333333333
777,12,Raw FC (2m),Limbic,0.625
777,12,Raw FC (2m),Control,0.4666666666666667
777,12,Raw FC (2m),Default Mode,0.5333333333333333
777,12,BS-NET (2m),Visual,0.6666666666666666
777,12,BS-NET (2m),Somatomotor,0.375
777,12,BS-NET (2m),Dorsal Attn,1.0
777,12,BS-NET (2m),Ventral Attn,0.9333333333333333
777,12,BS-NET (2m),Limbic,0.43478260869565216
777,12,BS-NET (2m),Control,0.4666666666666667
777,12,BS-NET (2m),Default Mode,0.5333333333333333
777,13,Raw FC (2m),Visual,0.9285714285714286
777,13,Raw FC (2m),Somatomotor,1.0
777,13,Raw FC (2m),Dorsal Attn,0.8
777,13,Raw FC (2m),Ventral Attn,0.8
777,13,Raw FC (2m),Limbic,1.0
777,13,Raw FC (2m),Control,0.875
777,13,Raw FC (2m),Default Mode,0.9411764705882353
777,13,BS-NET (2m),Visual,0.9285714285714286
777,13,BS-NET (2m),Somatomotor,1.0
777,13,BS-NET (2m),Dorsal Attn,0.8
777,13,BS-NET (2m),Ventral Attn,0.8
777,13,BS-NET (2m),Limbic,1.0
777,13,BS-NET (2m),Control,0.875
777,13,BS-NET (2m),Default Mode,0.9411764705882353
777,14,Raw FC (2m),Visual,0.9333333333333333
777,14,Raw FC (2m),Somatomotor,0.40625
777,14,Raw FC (2m),Dorsal Attn,0.4827586206896552
777,14,Raw FC (2m),Ventral Attn,0.43333333333333335
777,14,Raw FC (2m),Limbic,0.5
777,14,Raw FC (2m),Control,0.45161290322580644
777,14,Raw FC (2m),Default Mode,0.41379310344827586
777,14,BS-NET (2m),Visual,0.875
777,14,BS-NET (2m),Somatomotor,0.43333333333333335
777,14,BS-NET (2m),Dorsal Attn,0.4827586206896552
777,14,BS-NET (2m),Ventral Attn,0.43333333333333335
777,14,BS-NET (2m),Limbic,0.42857142857142855
777,14,BS-NET (2m),Control,0.4827586206896552
777,14,BS-NET (2m),Default Mode,0.5
777,15,Raw FC (2m),Visual,0.8666666666666667
777,15,Raw FC (2m),Somatomotor,0.875
777,15,Raw FC (2m),Dorsal Attn,0.7857142857142857
777,15,Raw FC (2m),Ventral Attn,0.875
777,15,Raw FC (2m),Limbic,1.0
777,15,Raw FC (2m),Control,0.875
777,15,Raw FC (2m),Default Mode,0.8125
777,15,BS-NET (2m),Visual,0.8666666666666667
777,15,BS-NET (2m),Somatomotor,0.875
777,15,BS-NET (2m),Dorsal Attn,0.7857142857142857
777,15,BS-NET (2m),Ventral Attn,0.875
777,15,BS-NET (2m),Limbic,1.0
777,15,BS-NET (2m),Control,0.875
777,15,BS-NET (2m),Default Mode,0.8125
777,16,Raw FC (2m),Visual,0.8
777,16,Raw FC (2m),Somatomotor,0.3333333333333333
777,16,Raw FC (2m),Dorsal Attn,0.6666666666666666
777,16,Raw FC (2m),Ventral Attn,0.5652173913043478
777,16,Raw FC (2m),Limbic,0.9333333333333333
777,16,Raw FC (2m),Control,0.8235294117647058
777,16,Raw FC (2m),Default Mode,0.5555555555555556
777,16,BS-NET (2m),Visual,0.8
777,16,BS-NET (2m),Somatomotor,0.2962962962962963
777,16,BS-NET (2m),Dorsal Attn,0.6666666666666666
777,16,BS-NET (2m),Ventral Attn,0.5909090909090909
777,16,BS-NET (2m),Limbic,0.875
777,16,BS-NET (2m),Control,0.8235294117647058
777,16,BS-NET (2m),Default Mode,0.5555555555555556
777,17,Raw FC (2m),Visual,1.0
777,17,Raw FC (2m),Somatomotor,0.5384615384615384
777,17,Raw FC (2m),Dorsal Attn,0.9285714285714286
777,17,Raw FC (2m),Ventral Attn,1.0
777,17,Raw FC (2m),Limbic,0.3793103448275862
777,17,Raw FC (2m),Control,0.8235294117647058
777,17,Raw FC (2m),Default Mode,0.8823529411764706
777,17,BS-NET (2m),Visual,1.0
777,17,BS-NET (2m),Somatomotor,0.5384615384615384
777,17,BS-NET (2m),Dorsal Attn,0.9285714285714286
777,17,BS-NET (2m),Ventral Attn,1.0
777,17,BS-NET (2m),Limbic,0.3793103448275862
777,17,BS-NET (2m),Control,0.8235294117647058
777,17,BS-NET (2m),Default Mode,0.8823529411764706
777,18,Raw FC (2m),Visual,0.7368421052631579
777,18,Raw FC (2m),Somatomotor,1.0
777,18,Raw FC (2m),Dorsal Attn,0.8571428571428571
777,18,Raw FC (2m),Ventral Attn,0.5185185185185185
777,18,Raw FC (2m),Limbic,0.36666666666666664
777,18,Raw FC (2m),Control,0.8666666666666667
777,18,Raw FC (2m),Default Mode,0.875
777,18,BS-NET (2m),Visual,0.875
777,18,BS-NET (2m),Somatomotor,1.0
777,18,BS-NET (2m),Dorsal Attn,0.75
777,18,BS-NET (2m),Ventral Attn,0.4642857142857143
777,18,BS-NET (2m),Limbic,0.41379310344827586
777,18,BS-NET (2m),Control,0.9285714285714286
777,18,BS-NET (2m),Default Mode,1.0
777,19,Raw FC (2m),Visual,0.7222222222222222
777,19,Raw FC (2m),Somatomotor,0.7647058823529411
777,19,Raw FC (2m),Dorsal Attn,0.8
777,19,Raw FC (2m),Ventral Attn,0.8571428571428571
777,19,Raw FC (2m),Limbic,0.875
777,19,Raw FC (2m),Control,0.25
777,19,Raw FC (2m),Default Mode,0.5
777,19,BS-NET (2m),Visual,0.8
777,19,BS-NET (2m),Somatomotor,0.7647058823529411
777,19,BS-NET (2m),Dorsal Attn,0.48148148148148145
777,19,BS-NET (2m),Ventral Attn,0.42857142857142855
777,19,BS-NET (2m),Limbic,0.9333333333333333
777,19,BS-NET (2m),Control,0.625
777,19,BS-NET (2m),Default Mode,0.7
2026,0,Raw FC (2m),Visual,0.875
2026,0,Raw FC (2m),Somatomotor,1.0
2026,0,Raw FC (2m),Dorsal Attn,0.9285714285714286
2026,0,Raw FC (2m),Ventral Attn,0.9285714285714286
2026,0,Raw FC (2m),Limbic,0.8571428571428571
2026,0,Raw FC (2m),Control,0.9333333333333333
2026,0,Raw FC (2m),Default Mode,1.0
2026,0,BS-NET (2m),Visual,0.875
2026,0,BS-NET (2m),Somatomotor,1.0
2026,0,BS-NET (2m),Dorsal Attn,0.9285714285714286
2026,0,BS-NET (2m),Ventral Attn,0.9285714285714286
2026,0,BS-NET (2m),Limbic,0.8571428571428571
2026,0,BS-NET (2m),Control,0.9333333333333333
2026,0,BS-NET (2m),Default Mode,1.0
2026,1,Raw FC (2m),Visual,0.9333333333333333
2026,1,Raw FC (2m),Somatomotor,0.9285714285714286
2026,1,Raw FC (2m),Dorsal Attn,0.56
2026,1,Raw FC (2m),Ventral Attn,1.0
2026,1,Raw FC (2m),Limbic,0.39285714285714285
2026,1,Raw FC (2m),Control,0.8235294117647058
2026,1,Raw FC (2m),Default Mode,1.0
2026,1,BS-NET (2m),Visual,0.9333333333333333
2026,1,BS-NET (2m),Somatomotor,0.9285714285714286
2026,1,BS-NET (2m),Dorsal Attn,1.0
2026,1,BS-NET (2m),Ventral Attn,1.0
2026,1,BS-NET (2m),Limbic,0.7857142857142857
2026,1,BS-NET (2m),Control,0.8235294117647058
2026,1,BS-NET (2m),Default Mode,1.0
2026,2,Raw FC (2m),Visual,0.9333333333333333
2026,2,Raw FC (2m),Somatomotor,0.3548387096774194
2026,2,Raw FC (2m),Dorsal Attn,0.9333333333333333
2026,2,Raw FC (2m),Ventral Attn,0.4482758620689655
2026,2,Raw FC (2m),Limbic,0.4482758620689655
2026,2,Raw FC (2m),Control,0.8666666666666667
2026,2,Raw FC (2m),Default Mode,0.5714285714285714
2026,2,BS-NET (2m),Visual,0.9333333333333333
2026,2,BS-NET (2m),Somatomotor,0.3548387096774194
2026,2,BS-NET (2m),Dorsal Attn,0.9333333333333333
2026,2,BS-NET (2m),Ventral Attn,0.9285714285714286
2026,2,BS-NET (2m),Limbic,0.8125
2026,2,BS-NET (2m),Control,0.8666666666666667
2026,2,BS-NET (2m),Default Mode,0.5714285714285714
2026,3,Raw FC (2m),Visual,1.0
2026,3,Raw FC (2m),Somatomotor,0.9333333333333333
2026,3,Raw FC (2m),Dorsal Attn,0.7857142857142857
2026,3,Raw FC (2m),Ventral Attn,0.9333333333333333
2026,3,Raw FC (2m),Limbic,1.0
2026,3,Raw FC (2m),Control,0.9333333333333333
2026,3,Raw FC (2m),Default Mode,1.0
2026,3,BS-NET (2m),Visual,1.0
2026,3,BS-NET (2m),Somatomotor,0.9333333333333333
2026,3,BS-NET (2m),Dorsal Attn,0.6428571428571429
2026,3,BS-NET (2m),Ventral Attn,0.8235294117647058
2026,3,BS-NET (2m),Limbic,1.0
2026,3,BS-NET (2m),Control,0.9333333333333333
2026,3,BS-NET (2m),Default Mode,1.0
2026,4,Raw FC (2m),Visual,0.46153846153846156
2026,4,Raw FC (2m),Somatomotor,0.9333333333333333
2026,4,Raw FC (2m),Dorsal Attn,1.0
2026,4,Raw FC (2m),Ventral Attn,0.8125
2026,4,Raw FC (2m),Limbic,0.46153846153846156
2026,4,Raw FC (2m),Control,0.9285714285714286
2026,4,Raw FC (2m),Default Mode,0.8888888888888888
2026,4,BS-NET (2m),Visual,0.46153846153846156
2026,4,BS-NET (2m),Somatomotor,0.9333333333333333
2026,4,BS-NET (2m),Dorsal Attn,1.0
2026,4,BS-NET (2m),Ventral Attn,0.8125
2026,4,BS-NET (2m),Limbic,0.46153846153846156
2026,4,BS-NET (2m),Control,0.9285714285714286
2026,4,BS-NET (2m),Default Mode,0.8888888888888888
2026,5,Raw FC (2m),Visual,1.0
2026,5,Raw FC (2m),Somatomotor,0.9333333333333333
2026,5,Raw FC (2m),Dorsal Attn,0.9333333333333333
2026,5,Raw FC (2m),Ventral Attn,1.0
2026,5,Raw FC (2m),Limbic,1.0
2026,5,Raw FC (2m),Control,0.9285714285714286
2026,5,Raw FC (2m),Default Mode,0.9375
2026,5,BS-NET (2m),Visual,1.0
2026,5,BS-NET (2m),Somatomotor,0.9333333333333333
2026,5,BS-NET (2m),Dorsal Attn,0.9333333333333333
2026,5,BS-NET (2m),Ventral Attn,1.0
2026,5,BS-NET (2m),Limbic,1.0
2026,5,BS-NET (2m),Control,0.9285714285714286
2026,5,BS-NET (2m),Default Mode,0.9375
2026,6,Raw FC (2m),Visual,1.0
2026,6,Raw FC (2m),Somatomotor,1.0
2026,6,Raw FC (2m),Dorsal Attn,1.0
2026,6,Raw FC (2m),Ventral Attn,1.0
2026,6,Raw FC (2m),Limbic,1.0
2026,6,Raw FC (2m),Control,1.0
2026,6,Raw FC (2m),Default Mode,1.0
2026,6,BS-NET (2m),Visual,1.0
2026,6,BS-NET (2m),Somatomotor,1.0
2026,6,BS-NET (2m),Dorsal Attn,1.0
2026,6,BS-NET (2m),Ventral Attn,1.0
2026,6,BS-NET (2m),Limbic,1.0
2026,6,BS-NET (2m),Control,1.0
2026,6,BS-NET (2m),Default Mode,1.0
2026,7,Raw FC (2m),Visual,0.7777777777777778
2026,7,Raw FC (2m),Somatomotor,0.8
2026,7,Raw FC (2m),Dorsal Attn,1.0
2026,7,Raw FC (2m),Ventral Attn,0.48148148148148145
2026,7,Raw FC (2m),Limbic,0.43333333333333335
2026,7,Raw FC (2m),Control,0.48148148148148145
2026,7,Raw FC (2m),Default Mode,0.5517241379310345
2026,7,BS-NET (2m),Visual,0.7777777777777778
2026,7,BS-NET (2m),Somatomotor,0.8
2026,7,BS-NET (2m),Dorsal Attn,0.9333333333333333
2026,7,BS-NET (2m),Ventral Attn,0.8666666666666667
2026,7,BS-NET (2m),Limbic,0.43333333333333335
2026,7,BS-NET (2m),Control,0.7857142857142857
2026,7,BS-NET (2m),Default Mode,0.5
2026,8,Raw FC (2m),Visual,1.0
2026,8,Raw FC (2m),Somatomotor,0.4642857142857143
2026,8,Raw FC (2m),Dorsal Attn,1.0
2026,8,Raw FC (2m),Ventral Attn,0.5185185185185185
2026,8,Raw FC (2m),Limbic,0.8666666666666667
2026,8,Raw FC (2m),Control,0.8666666666666667
2026,8,Raw FC (2m),Default Mode,0.9411764705882353
2026,8,BS-NET (2m),Visual,0.5384615384615384
2026,8,BS-NET (2m),Somatomotor,0.42857142857142855
2026,8,BS-NET (2m),Dorsal Attn,1.0
2026,8,BS-NET (2m),Ventral Attn,0.9333333333333333
2026,8,BS-NET (2m),Limbic,0.8666666666666667
2026,8,BS-NET (2m),Control,0.8666666666666667
2026,8,BS-NET (2m),Default Mode,0.9411764705882353
2026,9,Raw FC (2m),Visual,0.4827586206896552
2026,9,Raw FC (2m),Somatomotor,0.32
2026,9,Raw FC (2m),Dorsal Attn,0.43333333333333335
2026,9,Raw FC (2m),Ventral Attn,0.7777777777777778
2026,9,Raw FC (2m),Limbic,0.5
2026,9,Raw FC (2m),Control,0.8
2026,9,Raw FC (2m),Default Mode,0.7619047619047619
2026,9,BS-NET (2m),Visual,0.9333333333333333
2026,9,BS-NET (2m),Somatomotor,0.9285714285714286
2026,9,BS-NET (2m),Dorsal Attn,0.7368421052631579
2026,9,BS-NET (2m),Ventral Attn,1.0
2026,9,BS-NET (2m),Limbic,0.8666666666666667
2026,9,BS-NET (2m),Control,0.6428571428571429
2026,9,BS-NET (2m),Default Mode,0.8823529411764706
2026,10,Raw FC (2m),Visual,0.75
2026,10,Raw FC (2m),Somatomotor,0.6842105263157895
2026,10,Raw FC (2m),Dorsal Attn,0.8
2026,10,Raw FC (2m),Ventral Attn,0.8571428571428571
2026,10,Raw FC (2m),Limbic,0.9333333333333333
2026,10,Raw FC (2m),Control,0.6666666666666666
2026,10,Raw FC (2m),Default Mode,0.9411764705882353
2026,10,BS-NET (2m),Visual,0.8
2026,10,BS-NET (2m),Somatomotor,0.6842105263157895
2026,10,BS-NET (2m),Dorsal Attn,0.8
2026,10,BS-NET (2m),Ventral Attn,0.625
2026,10,BS-NET (2m),Limbic,0.9333333333333333
2026,10,BS-NET (2m),Control,0.7142857142857143
2026,10,BS-NET (2m),Default Mode,0.8421052631578947
2026,11,Raw FC (2m),Visual,0.875
2026,11,Raw FC (2m),Somatomotor,0.6428571428571429
2026,11,Raw FC (2m),Dorsal Attn,0.8571428571428571
2026,11,Raw FC (2m),Ventral Attn,0.7777777777777778
2026,11,Raw FC (2m),Limbic,1.0
2026,11,Raw FC (2m),Control,0.9333333333333333
2026,11,Raw FC (2m),Default Mode,1.0
2026,11,BS-NET (2m),Visual,0.875
2026,11,BS-NET (2m),Somatomotor,0.6428571428571429
2026,11,BS-NET (2m),Dorsal Attn,0.8571428571428571
2026,11,BS-NET (2m),Ventral Attn,0.7777777777777778
2026,11,BS-NET (2m),Limbic,1.0
2026,11,BS-NET (2m),Control,0.9333333333333333
2026,11,BS-NET (2m),Default Mode,1.0
2026,12,Raw FC (2m),Visual,0.9333333333333333
2026,12,Raw FC (2m),Somatomotor,1.0
2026,12,Raw FC (2m),Dorsal Attn,0.9285714285714286
2026,12,Raw FC (2m),Ventral Attn,0.875
2026,12,Raw FC (2m),Limbic,0.9333333333333333
2026,12,Raw FC (2m),Control,0.9285714285714286
2026,12,Raw FC (2m),Default Mode,0.875
2026,12,BS-NET (2m),Visual,0.9285714285714286
2026,12,BS-NET (2m),Somatomotor,1.0
2026,12,BS-NET (2m),Dorsal Attn,1.0
2026,12,BS-NET (2m),Ventral Attn,0.5384615384615384
2026,12,BS-NET (2m),Limbic,0.7777777777777778
2026,12,BS-NET (2m),Control,0.9333333333333333
2026,12,BS-NET (2m),Default Mode,0.4
2026,13,Raw FC (2m),Visual,1.0
2026,13,Raw FC (2m),Somatomotor,1.0
2026,13,Raw FC (2m),Dorsal Attn,0.7857142857142857
2026,13,Raw FC (2m),Ventral Attn,0.9285714285714286
2026,13,Raw FC (2m),Limbic,0.9333333333333333
2026,13,Raw FC (2m),Control,0.8235294117647058
2026,13,Raw FC (2m),Default Mode,1.0
2026,13,BS-NET (2m),Visual,0.5
2026,13,BS-NET (2m),Somatomotor,1.0
2026,13,BS-NET (2m),Dorsal Attn,0.5185185185185185
2026,13,BS-NET (2m),Ventral Attn,0.4642857142857143
2026,13,BS-NET (2m),Limbic,0.9333333333333333
2026,13,BS-NET (2m),Control,0.5
2026,13,BS-NET (2m),Default Mode,1.0
2026,14,Raw FC (2m),Visual,0.9333333333333333
2026,14,Raw FC (2m),Somatomotor,0.875
2026,14,Raw FC (2m),Dorsal Attn,1.0
2026,14,Raw FC (2m),Ventral Attn,0.32142857142857145
2026,14,Raw FC (2m),Limbic,0.6086956521739131
2026,14,Raw FC (2m),Control,1.0
2026,14,Raw FC (2m),Default Mode,0.8888888888888888
2026,14,BS-NET (2m),Visual,1.0
2026,14,BS-NET (2m),Somatomotor,1.0
2026,14,BS-NET (2m),Dorsal Attn,1.0
2026,14,BS-NET (2m),Ventral Attn,0.5
2026,14,BS-NET (2m),Limbic,0.5
2026,14,BS-NET (2m),Control,1.0
2026,14,BS-NET (2m),Default Mode,1.0
2026,15,Raw FC (2m),Visual,0.3333333333333333
2026,15,Raw FC (2m),Somatomotor,1.0
2026,15,Raw FC (2m),Dorsal Attn,0.9285714285714286
2026,15,Raw FC (2m),Ventral Attn,0.7
2026,15,Raw FC (2m),Limbic,0.8571428571428571
2026,15,Raw FC (2m),Control,0.9333333333333333
2026,15,Raw FC (2m),Default Mode,0.6153846153846154
2026,15,BS-NET (2m),Visual,0.9285714285714286
2026,15,BS-NET (2m),Somatomotor,1.0
2026,15,BS-NET (2m),Dorsal Attn,0.46153846153846156
2026,15,BS-NET (2m),Ventral Attn,0.7777777777777778
2026,15,BS-NET (2m),Limbic,0.46153846153846156
2026,15,BS-NET (2m),Control,0.9333333333333333
2026,15,BS-NET (2m),Default Mode,1.0
2026,16,Raw FC (2m),Visual,0.44
2026,16,Raw FC (2m),Somatomotor,0.8
