Seed,Subject,Model,Network,Jaccard
1414,3,Raw FC (2m),Somatomotor,0.17857142857142858
1414,3,Raw FC (2m),Dorsal Attn,0.875
1414,3,Raw FC (2m),Ventral Attn,0.7368421052631579
1414,3,Raw FC (2m),Limbic,0.7222222222222222
1414,3,Raw FC (2m),Control,0.7368421052631579
1414,3,Raw FC (2m),Default Mode,0.9375
1414,3,BS-NET (2m),Visual,1.0
1414,3,BS-NET (2m),Somatomotor,0.42857142857142855
1414,3,BS-NET (2m),Dorsal Attn,0.875
1414,3,BS-NET (2m),Ventral Attn,1.0
1414,3,BS-NET (2m),Limbic,0.7222222222222222
1414,3,BS-NET (2m),Control,0.8235294117647058
1414,3,BS-NET (2m),Default Mode,0.8823529411764706
1414,4,Raw FC (2m),Visual,0.8125
1414,4,Raw FC (2m),Somatomotor,1.0
1414,4,Raw FC (2m),Dorsal Attn,0.8666666666666667
1414,4,Raw FC (2m),Ventral Attn,0.9285714285714286
1414,4,Raw FC (2m),Limbic,1.0
1414,4,Raw FC (2m),Control,1.0
1414,4,Raw FC (2m),Default Mode,0.9375
1414,4,BS-NET (2m),Visual,0.5714285714285714
1414,4,BS-NET (2m),Somatomotor,0.9333333333333333
1414,4,BS-NET (2m),Dorsal Attn,0.875
1414,4,BS-NET (2m),Ventral Attn,0.9285714285714286
1414,4,BS-NET (2m),Limbic,1.0
1414,4,BS-NET (2m),Control,0.8235294117647058
1414,4,BS-NET (2m),Default Mode,1.0
2718,0,Raw FC (2m),Visual,1.0
2718,0,Raw FC (2m),Somatomotor,0.875
2718,0,Raw FC (2m),Dorsal Attn,0.9333333333333333
2718,0,Raw FC (2m),Ventral Attn,0.9333333333333333
2718,0,Raw FC (2m),Limbic,0.8571428571428571
2718,0,Raw FC (2m),Control,0.7333333333333333
2718,0,Raw FC (2m),Default Mode,1.0
2718,0,BS-NET (2m),Visual,1.0
2718,0,BS-NET (2m),Somatomotor,0.875
2718,0,BS-NET (2m),Dorsal Attn,0.9333333333333333
2718,0,BS-NET (2m),Ventral Attn,0.9333333333333333
2718,0,BS-NET (2m),Limbic,0.8571428571428571
2718,0,BS-NET (2m),Control,0.7333333333333333
2718,0,BS-NET (2m),Default Mode,1.0
2718,1,Raw FC (2m),Visual,0.5185185185185185
2718,1,Raw FC (2m),Somatomotor,0.9333333333333333
2718,1,Raw FC (2m),Dorsal Attn,0.4642857142857143
2718,1,Raw FC (2m),Ventral Attn,1.0
2718,1,Raw FC (2m),Limbic,0.8125
2718,1,Raw FC (2m),Control,0.8571428571428571
2718,1,Raw FC (2m),Default Mode,0.9411764705882353
2718,1,BS-NET (2m),Visual,0.5185185185185185
2718,1,BS-NET (2m),Somatomotor,0.9333333333333333
2718,1,BS-NET (2m),Dorsal Attn,0.4642857142857143
2718,1,BS-NET (2m),Ventral Attn,1.0
2718,1,BS-NET (2m),Limbic,0.8125
2718,1,BS-NET (2m),Control,0.8571428571428571
2718,1,BS-NET (2m),Default Mode,0.9411764705882353
2718,2,Raw FC (2m),Visual,1.0
2718,2,Raw FC (2m),Somatomotor,0.8571428571428571
2718,2,Raw FC (2m),Dorsal Attn,0.8571428571428571
2718,2,Raw FC (2m),Ventral Attn,0.8666666666666667
2718,2,Raw FC (2m),Limbic,0.9333333333333333
2718,2,Raw FC (2m),Control,0.875
2718,2,Raw FC (2m),Default Mode,0.8333333333333334
2718,2,BS-NET (2m),Visual,1.0
2718,2,BS-NET (2m),Somatomotor,0.8571428571428571
2718,2,BS-NET (2m),Dorsal Attn,0.8571428571428571
2718,2,BS-NET (2m),Ventral Attn,0.8666666666666667
2718,2,BS-NET (2m),Limbic,0.9333333333333333
2718,2,BS-NET (2m),Control,0.875
2718,2,BS-NET (2m),Default Mode,0.8333333333333334
2718,3,Raw FC (2m),Visual,0.5454545454545454
2718,3,Raw FC (2m),Somatomotor,0.8666666666666667
2718,3,Raw FC (2m),Dorsal Attn,0.75
2718,3,Raw FC (2m),Ventral Attn,0.7222222222222222
2718,3,Raw FC (2m),Limbic,0.8235294117647058
2718,3,Raw FC (2m),Control,0.3076923076923077
2718,3,Raw FC (2m),Default Mode,0.8888888888888888
2718,3,BS-NET (2m),Visual,0.46153846153846156
2718,3,BS-NET (2m),Somatomotor,0.8666666666666667
2718,3,BS-NET (2m),Dorsal Attn,0.75
2718,3,BS-NET (2m),Ventral Attn,0.7647058823529411
2718,3,BS-NET (2m),Limbic,0.9333333333333333
2718,3,BS-NET (2m),Control,0.4074074074074074
2718,3,BS-NET (2m),Default Mode,0.8333333333333334
2718,4,Raw FC (2m),Visual,0.9333333333333333
2718,4,Raw FC (2m),Somatomotor,1.0
2718,4,Raw FC (2m),Dorsal Attn,0.5
2718,4,Raw FC (2m),Ventral Attn,0.9333333333333333
2718,4,Raw FC (2m),Limbic,0.8571428571428571
2718,4,Raw FC (2m),Control,0.5
2718,4,Raw FC (2m),Default Mode,1.0
2718,4,BS-NET (2m),Visual,0.9333333333333333
2718,4,BS-NET (2m),Somatomotor,1.0
2718,4,BS-NET (2m),Dorsal Attn,0.5
2718,4,BS-NET (2m),Ventral Attn,0.9333333333333333
2718,4,BS-NET (2m),Limbic,0.8571428571428571
2718,4,BS-NET (2m),Control,0.5
2718,4,BS-NET (2m),Default Mode,1.0
3141,0,Raw FC (2m),Visual,0.5
3141,0,Raw FC (2m),Somatomotor,1.0
3141,0,Raw FC (2m),Dorsal Attn,0.5
3141,0,Raw FC (2m),Ventral Attn,0.5185185185185185
3141,0,Raw FC (2m),Limbic,0.9285714285714286
3141,0,Raw FC (2m),Control,0.41379310344827586
3141,0,Raw FC (2m),Default Mode,0.8333333333333334
3141,0,BS-NET (2m),Visual,0.5
3141,0,BS-NET (2m),Somatomotor,1.0
3141,0,BS-NET (2m),Dorsal Attn,0.5
3141,0,BS-NET (2m),Ventral Attn,0.56
3141,0,BS-NET (2m),Limbic,0.9285714285714286
3141,0,BS-NET (2m),Control,0.39285714285714285
3141,0,BS-NET (2m),Default Mode,0.8421052631578947
3141,1,Raw FC (2m),Visual,1.0
3141,1,Raw FC (2m),Somatomotor,1.0
3141,1,Raw FC (2m),Dorsal Attn,1.0
3141,1,Raw FC (2m),Ventral Attn,0.9333333333333333
3141,1,Raw FC (2m),Limbic,0.7857142857142857
3141,1,Raw FC (2m),Control,0.8
3141,1,Raw FC (2m),Default Mode,0.8421052631578947
3141,1,BS-NET (2m),Visual,1.0
3141,1,BS-NET (2m),Somatomotor,0.8571428571428571
3141,1,BS-NET (2m),Dorsal Attn,0.9333333333333333
3141,1,BS-NET (2m),Ventral Attn,0.9333333333333333
3141,1,BS-NET (2m),Limbic,0.7857142857142857
3141,1,BS-NET (2m),Control,0.8
3141,1,BS-NET (2m),Default Mode,0.8
3141,2,Raw FC (2m),Visual,1.0
3141,2,Raw FC (2m),Somatomotor,1.0
3141,2,Raw FC (2m),Dorsal Attn,1.0
3141,2,Raw FC (2m),Ventral Attn,0.8666666666666667
3141,2,Raw FC (2m),Limbic,0.9285714285714286
3141,2,Raw FC (2m),Control,1.0
3141,2,Raw FC (2m),Default Mode,0.8235294117647058
3141,2,BS-NET (2m),Visual,1.0
3141,2,BS-NET (2m),Somatomotor,1.0
3141,2,BS-NET (2m),Dorsal Attn,1.0
3141,2,BS-NET (2m),Ventral Attn,0.8666666666666667
3141,2,BS-NET (2m),Limbic,0.9285714285714286
3141,2,BS-NET (2m),Control,1.0
3141,2,BS-NET (2m),Default Mode,0.8235294117647058
3141,3,Raw FC (2m),Visual,0.3333333333333333
3141,3,Raw FC (2m),Somatomotor,0.8235294117647058
3141,3,Raw FC (2m),Dorsal Attn,0.5652173913043478
3141,3,Raw FC (2m),Ventral Attn,0.3548387096774194
3141,3,Raw FC (2m),Limbic,0.5
3141,3,Raw FC (2m),Control,0.875
3141,3,Raw FC (2m),Default Mode,0.9411764705882353
3141,3,BS-NET (2m),Visual,0.39285714285714285
3141,3,BS-NET (2m),Somatomotor,0.8235294117647058
3141,3,BS-NET (2m),Dorsal Attn,0.5
3141,3,BS-NET (2m),Ventral Attn,0.3448275862068966
3141,3,BS-NET (2m),Limbic,0.56
3141,3,BS-NET (2m),Control,0.875
3141,3,BS-NET (2m),Default Mode,0.9411764705882353
3141,4,Raw FC (2m),Visual,1.0
3141,4,Raw FC (2m),Somatomotor,0.4642857142857143
3141,4,Raw FC (2m),Dorsal Attn,0.9333333333333333
3141,4,Raw FC (2m),Ventral Attn,0.9333333333333333
3141,4,Raw FC (2m),Limbic,1.0
3141,4,Raw FC (2m),Control,0.5185185185185185
3141,4,Raw FC (2m),Default Mode,0.9375
3141,4,BS-NET (2m),Visual,1.0
3141,4,BS-NET (2m),Somatomotor,0.9285714285714286
3141,4,BS-NET (2m),Dorsal Attn,0.9333333333333333
3141,4,BS-NET (2m),Ventral Attn,0.8666666666666667
3141,4,BS-NET (2m),Limbic,1.0
3141,4,BS-NET (2m),Control,0.9333333333333333
3141,4,BS-NET (2m),Default Mode,0.9375
