subject_id,condition,seed,rho_hat_T,delta_from_full
sub-005_schaefer200,L_no_boot,1414,0.924317,0.040242
sub-005_schaefer200,L_no_prior,1414,0.823500,-0.060575
sub-005_schaefer200,L_no_atten,1414,0.932412,0.048337
sub-005_schaefer200,L_full,2718,0.866478,0.000000
sub-005_schaefer200,L_no_sb,2718,0.730071,-0.136407
sub-005_schaefer200,L_no_lw,2718,0.864786,-0.001691
sub-005_schaefer200,L_no_boot,2718,0.924317,0.057839
sub-005_schaefer200,L_no_prior,2718,0.802504,-0.063974
sub-005_schaefer200,L_no_atten,2718,0.935523,0.069045
sub-006_schaefer200,L_full,42,0.865449,0.000000
sub-006_schaefer200,L_no_sb,42,0.731851,-0.133598
sub-006_schaefer200,L_no_lw,42,0.867714,0.002265
sub-006_schaefer200,L_no_boot,42,0.924802,0.059353
sub-006_schaefer200,L_no_prior,42,0.792934,-0.072515
sub-006_schaefer200,L_no_atten,42,0.929569,0.064120
sub-005_schaefer200,L_full,3141,0.868283,0.000000
sub-005_schaefer200,L_no_sb,3141,0.746865,-0.121418
sub-005_schaefer200,L_no_lw,3141,0.868550,0.000267
sub-005_schaefer200,L_no_boot,3141,0.924317,0.056034
sub-005_schaefer200,L_no_prior,3141,0.776206,-0.092076
sub-005_schaefer200,L_no_atten,3141,0.933010,0.064727
sub-006_schaefer200,L_full,123,0.870374,0.000000
sub-006_schaefer200,L_no_sb,123,0.737542,-0.132832
sub-006_schaefer200,L_no_lw,123,0.864210,-0.006164
sub-006_schaefer200,L_no_boot,123,0.924802,0.054428
sub-006_schaefer200,L_no_prior,123,0.807801,-0.062573
sub-006_schaefer200,L_no_atten,123,0.933878,0.063504
sub-006_schaefer200,L_full,314,0.860815,0.000000
sub-006_schaefer200,L_no_sb,314,0.736003,-0.124811
sub-006_schaefer200,L_no_lw,314,0.851119,-0.009695
sub-006_schaefer200,L_no_boot,314,0.924802,0.063988
sub-006_schaefer200,L_no_prior,314,0.794525,-0.066290
sub-006_schaefer200,L_no_atten,314,0.934455,0.073641
sub-006_schaefer200,L_full,2026,0.861604,0.000000
sub-006_schaefer200,L_no_sb,2026,0.746750,-0.114854
sub-006_schaefer200,L_no_lw,2026,0.863992,0.002388
sub-006_schaefer200,L_no_boot,2026,0.924802,0.063198
sub-006_schaefer200,L_no_prior,2026,0.812954,-0.048651
sub-006_schaefer200,L_no_atten,2026,0.927043,0.065439
sub-006_schaefer200,L_full,9999,0.856113,0.000000
sub-006_schaefer200,L_no_sb,9999,0.735488,-0.120625
sub-006_schaefer200,L_no_lw,9999,0.850289,-0.005824
sub-006_schaefer200,L_no_boot,9999,0.924802,0.068689
sub-006_schaefer200,L_no_prior,9999,0.820934,-0.035179
sub-006_schaefer200,L_no_atten,9999,0.932040,0.075927
sub-006_schaefer200,L_full,777,0.870776,0.000000
sub-006_schaefer200,L_no_sb,777,0.733703,-0.137073
sub-006_schaefer200,L_no_lw,777,0.855046,-0.015730
sub-006_schaefer200,L_no_boot,777,0.924802,0.054026
sub-006_schaefer200,L_no_prior,777,0.799055,-0.071721
sub-006_schaefer200,L_no_atten,777,0.925590,0.054813
sub-006_schaefer200,L_full,628,0.853666,0.000000
sub-006_schaefer200,L_no_sb,628,0.738903,-0.114762
sub-006_schaefer200,L_no_lw,628,0.854732,0.001066
sub-006_schaefer200,L_no_boot,628,0.924802,0.071136
sub-006_schaefer200,L_no_prior,628,0.799606,-0.054060
sub-006_schaefer200,L_no_atten,628,0.934639,0.080973
sub-006_schaefer200,L_full,1414,0.877349,0.000000
sub-006_schaefer200,L_no_sb,1414,0.731938,-0.145410
sub-006_schaefer200,L_no_lw,1414,0.847739,-0.029609
sub-006_schaefer200,L_no_boot,1414,0.924802,0.047454
sub-006_schaefer200,L_no_prior,1414,0.813032,-0.064317
sub-006_schaefer200,L_no_atten,1414,0.931469,0.054121
sub-006_schaefer200,L_full,2718,0.859365,0.000000
sub-006_schaefer200,L_no_sb,2718,0.729144,-0.130222
sub-006_schaefer200,L_no_lw,2718,0.867004,0.007638
sub-006_schaefer200,L_no_boot,2718,0.924802,0.065437
sub-006_schaefer200,L_no_prior,2718,0.802019,-0.057346
sub-006_schaefer200,L_no_atten,2718,0.928395,0.069030
sub-006_schaefer200,L_full,3141,0.865762,0.000000
sub-006_schaefer200,L_no_sb,3141,0.745290,-0.120473
sub-006_schaefer200,L_no_lw,3141,0.857843,-0.007920
sub-006_schaefer200,L_no_boot,3141,0.924802,0.059040
sub-006_schaefer200,L_no_prior,3141,0.757667,-0.108095
sub-006_schaefer200,L_no_atten,3141,0.930942,0.065179
sub-007_schaefer200,L_full,42,0.809559,0.000000
sub-007_schaefer200,L_no_sb,42,0.623526,-0.186033
sub-007_schaefer200,L_no_lw,42,0.810895,0.001336
sub-007_schaefer200,L_no_boot,42,0.865021,0.055461
sub-007_schaefer200,L_no_prior,42,0.718688,-0.090871
sub-007_schaefer200,L_no_atten,42,0.895884,0.086325
sub-007_schaefer200,L_full,123,0.821670,0.000000
sub-007_schaefer200,L_no_sb,123,0.630127,-0.191543
sub-007_schaefer200,L_no_lw,123,0.816842,-0.004828
sub-007_schaefer200,L_no_boot,123,0.865021,0.043350
sub-007_schaefer200,L_no_prior,123,0.729578,-0.092092
sub-007_schaefer200,L_no_atten,123,0.896166,0.074496
sub-007_schaefer200,L_full,777,0.812453,0.000000
sub-007_schaefer200,L_no_sb,777,0.631297,-0.181156
sub-007_schaefer200,L_no_lw,777,0.798338,-0.014116
sub-007_schaefer200,L_no_boot,777,0.865021,0.052567
sub-007_schaefer200,L_no_prior,777,0.728388,-0.084066
sub-007_schaefer200,L_no_atten,777,0.890982,0.078529
sub-007_schaefer200,L_full,2026,0.800691,0.000000
sub-007_schaefer200,L_no_sb,2026,0.639302,-0.161389
sub-007_schaefer200,L_no_lw,2026,0.806541,0.005851
sub-007_schaefer200,L_no_boot,2026,0.865021,0.064330
sub-007_schaefer200,L_no_prior,2026,0.740681,-0.060010
sub-007_schaefer200,L_no_atten,2026,0.890701,0.090010
sub-007_schaefer200,L_full,9999,0.796296,0.000000
sub-007_schaefer200,L_no_sb,9999,0.625734,-0.170562
sub-007_schaefer200,L_no_lw,9999,0.788790,-0.007506
sub-007_schaefer200,L_no_boot,9999,0.865021,0.068724
sub-007_schaefer200,L_no_prior,9999,0.761252,-0.035044
sub-007_schaefer200,L_no_atten,9999,0.892290,0.095994
sub-007_schaefer200,L_full,628,0.815732,0.000000
sub-007_schaefer200,L_no_sb,628,0.624925,-0.190807
sub-007_schaefer200,L_no_lw,628,0.803489,-0.012244
