subject_id,condition,seed,rho_hat_T,delta_from_full
50037_cc200,L_no_prior,9999,0.856508,-0.025982
50037_cc200,L_no_atten,9999,0.931673,0.049183
50037_cc200,L_full,314,0.885703,0.000000
50037_cc200,L_no_sb,314,0.794902,-0.090801
50037_cc200,L_no_lw,314,0.879792,-0.005911
50037_cc200,L_no_boot,314,0.938327,0.052623
50037_cc200,L_no_prior,314,0.850020,-0.035684
50037_cc200,L_no_atten,314,0.929910,0.044207
50037_cc200,L_full,777,0.889466,0.000000
50037_cc200,L_no_sb,777,0.781895,-0.107570
50037_cc200,L_no_lw,777,0.878976,-0.010489
50037_cc200,L_no_boot,777,0.938327,0.048861
50037_cc200,L_no_prior,777,0.858449,-0.031016
50037_cc200,L_no_atten,777,0.928978,0.039512
50037_cc200,L_full,628,0.880828,0.000000
50037_cc200,L_no_sb,628,0.797835,-0.082994
50037_cc200,L_no_lw,628,0.879378,-0.001451
50037_cc200,L_no_boot,628,0.938327,0.057498
50037_cc200,L_no_prior,628,0.842432,-0.038396
50037_cc200,L_no_atten,628,0.929551,0.048723
50037_cc200,L_full,3141,0.894322,0.000000
50037_cc200,L_no_sb,3141,0.801399,-0.092923
50037_cc200,L_no_lw,3141,0.877300,-0.017022
50037_cc200,L_no_boot,3141,0.938327,0.044005
50037_cc200,L_no_prior,3141,0.845038,-0.049284
50037_cc200,L_no_atten,3141,0.932118,0.037796
50037_cc200,L_full,1414,0.887382,0.000000
50037_cc200,L_no_sb,1414,0.816050,-0.071332
50037_cc200,L_no_lw,1414,0.885154,-0.002228
50037_cc200,L_no_boot,1414,0.938327,0.050945
50037_cc200,L_no_prior,1414,0.844594,-0.042788
50037_cc200,L_no_atten,1414,0.929448,0.042066
50037_cc200,L_full,2718,0.895603,0.000000
50037_cc200,L_no_sb,2718,0.797083,-0.098520
50037_cc200,L_no_lw,2718,0.888579,-0.007024
50037_cc200,L_no_boot,2718,0.938327,0.042724
50037_cc200,L_no_prior,2718,0.841705,-0.053897
50037_cc200,L_no_atten,2718,0.926034,0.030431
50038_cc200,L_full,42,0.909043,0.000000
50038_cc200,L_no_sb,42,0.837572,-0.071471
50038_cc200,L_no_lw,42,0.901665,-0.007378
50038_cc200,L_no_boot,42,0.944391,0.035349
50038_cc200,L_no_prior,42,0.875303,-0.033739
50038_cc200,L_no_atten,42,0.943330,0.034287
50038_cc200,L_full,123,0.907151,0.000000
50038_cc200,L_no_sb,123,0.841393,-0.065758
50038_cc200,L_no_lw,123,0.909775,0.002623
50038_cc200,L_no_boot,123,0.944391,0.037240
50038_cc200,L_no_prior,123,0.866738,-0.040414
50038_cc200,L_no_atten,123,0.942198,0.035047
50038_cc200,L_full,777,0.901574,0.000000
50038_cc200,L_no_sb,777,0.832144,-0.069430
50038_cc200,L_no_lw,777,0.905650,0.004076
50038_cc200,L_no_boot,777,0.944391,0.042817
50038_cc200,L_no_prior,777,0.870005,-0.031569
50038_cc200,L_no_atten,777,0.944512,0.042938
50038_cc200,L_full,2026,0.909465,0.000000
50038_cc200,L_no_sb,2026,0.834658,-0.074807
50038_cc200,L_no_lw,2026,0.903150,-0.006315
50038_cc200,L_no_boot,2026,0.944391,0.034926
50038_cc200,L_no_prior,2026,0.866793,-0.042671
50038_cc200,L_no_atten,2026,0.941407,0.031943
50038_cc200,L_full,9999,0.904984,0.000000
50038_cc200,L_no_sb,9999,0.840294,-0.064690
50038_cc200,L_no_lw,9999,0.901729,-0.003254
50038_cc200,L_no_boot,9999,0.944391,0.039407
50038_cc200,L_no_prior,9999,0.869808,-0.035175
50038_cc200,L_no_atten,9999,0.948222,0.043238
50038_cc200,L_full,314,0.907476,0.000000
50038_cc200,L_no_sb,314,0.839466,-0.068010
50038_cc200,L_no_lw,314,0.905576,-0.001900
50038_cc200,L_no_boot,314,0.944391,0.036916
50038_cc200,L_no_prior,314,0.873204,-0.034272
50038_cc200,L_no_atten,314,0.944472,0.036997
50038_cc200,L_full,628,0.905424,0.000000
50038_cc200,L_no_sb,628,0.834635,-0.070789
50038_cc200,L_no_lw,628,0.908403,0.002979
50038_cc200,L_no_boot,628,0.944391,0.038967
50038_cc200,L_no_prior,628,0.866874,-0.038550
50038_cc200,L_no_atten,628,0.942454,0.037030
50038_cc200,L_full,1414,0.903934,0.000000
50038_cc200,L_no_sb,1414,0.841693,-0.062241
